field_id,sea_name,trt_name,block,plot,data_type,value
sexy1,24/25,acc,B1,110,tkw_g,29.835616
sexy1,24/25,acc,B1,110,straw_Mgha,5.973987787722598
sexy1,24/25,acc,B1,110,smois_pct,10.924759333496958
sexy1,24/25,xp,B1,111,grain_Mgha,3.4794199999999997
sexy1,24/25,xp,B1,111,gprotein_pct,13.547257876312718
sexy1,24/25,xp,B1,111,gmois_pct,14.3
sexy1,24/25,xp,B1,111,tkw_g,21.52784
sexy1,24/25,xp,B1,111,straw_Mgha,7.232544138193826
sexy1,24/25,xp,B1,111,smois_pct,7.0367077352978535
sexy1,24/25,xpcc,B1,112,grain_Mgha,4.289
sexy1,24/25,xpcc,B1,112,gprotein_pct,13.791093494987177
sexy1,24/25,xpcc,B1,112,gmois_pct,14.22
sexy1,24/25,xpcc,B1,112,tkw_g,19.832336
sexy1,24/25,xpcc,B1,112,straw_Mgha,7.652368215195944
sexy1,24/25,xpcc,B1,112,smois_pct,5.990562466880311
sexy1,24/25,apmix,B2,201,grain_Mgha,6.830879999999999
sexy1,24/25,apmix,B2,201,gprotein_pct,12.52336448598131
sexy1,24/25,apmix,B2,201,gmois_pct,14.4
sexy1,24/25,apmix,B2,201,tkw_g,26.296319999999998
sexy1,24/25,apmix,B2,201,straw_Mgha,5.997584552945518
sexy1,24/25,apmix,B2,201,smois_pct,5.698356085762313
sexy1,24/25,a,B2,202,grain_Mgha,8.844880000000002
sexy1,24/25,a,B2,202,gprotein_pct,11.543062200956937
sexy1,24/25,a,B2,202,gmois_pct,16.4
sexy1,24/25,a,B2,202,tkw_g,34.77760000000001
sexy1,24/25,a,B2,202,straw_Mgha,4.966481256704982
sexy1,24/25,a,B2,202,smois_pct,10.367532283241099
sexy1,24/25,xaprows,B2,203,grain_Mgha,NA
sexy1,24/25,xaprows,B2,203,gprotein_pct,NA
sexy1,24/25,xaprows,B2,203,gmois_pct,NA
sexy1,24/25,xaprows,B2,203,tkw_g,NA
sexy1,24/25,xaprows,B2,203,straw_Mgha,NA
sexy1,24/25,xaprows,B2,203,smois_pct,NA
sexy1,24/25,xacc,B2,204,grain_Mgha,8.161312
sexy1,24/25,xacc,B2,204,gprotein_pct,11.576177947859362
sexy1,24/25,xacc,B2,204,gmois_pct,16.38
sexy1,24/25,xacc,B2,204,tkw_g,30.705264
sexy1,24/25,xacc,B2,204,straw_Mgha,4.129511367452951
sexy1,24/25,xacc,B2,204,smois_pct,8.65764001248971
sexy1,24/25,pcc,B2,205,grain_Mgha,3.8315859999999997
sexy1,24/25,pcc,B2,205,gprotein_pct,14.200907926900245
sexy1,24/25,pcc,B2,205,gmois_pct,14.09
sexy1,24/25,pcc,B2,205,tkw_g,20.309124
sexy1,24/25,pcc,B2,205,straw_Mgha,7.601258259120942
sexy1,24/25,pcc,B2,205,smois_pct,5.925021545532894
sexy1,24/25,xapmix,B2,206,grain_Mgha,6.2742320000000005
sexy1,24/25,xapmix,B2,206,gprotein_pct,12.42395882077679
sexy1,24/25,xapmix,B2,206,gmois_pct,14.52
sexy1,24/25,xapmix,B2,206,tkw_g,25.849152
sexy1,24/25,xapmix,B2,206,straw_Mgha,5.809171496532547
sexy1,24/25,xapmix,B2,206,smois_pct,5.078897115481262
sexy1,24/25,xp,B2,207,grain_Mgha,3.854592
sexy1,24/25,xp,B2,207,gprotein_pct,13.993491399349137
sexy1,24/25,xp,B2,207,gmois_pct,13.96
sexy1,24/25,xp,B2,207,tkw_g,21.544416000000002
sexy1,24/25,xp,B2,207,straw_Mgha,7.0135979757484135
sexy1,24/25,xp,B2,207,smois_pct,7.715816108573503
sexy1,24/25,acc,B2,208,grain_Mgha,8.201664
sexy1,24/25,acc,B2,208,gprotein_pct,11.673850574712645
sexy1,24/25,acc,B2,208,gmois_pct,16.48
sexy1,24/25,acc,B2,208,tkw_g,30.635136
sexy1,24/25,acc,B2,208,straw_Mgha,4.121309098310404
sexy1,24/25,acc,B2,208,smois_pct,10.0762647441085
sexy1,24/25,p,B2,209,grain_Mgha,4.128959999999999
sexy1,24/25,p,B2,209,gprotein_pct,14.054870960241805
sexy1,24/25,p,B2,209,gmois_pct,13.98
sexy1,24/25,p,B2,209,tkw_g,20.300720000000002
sexy1,24/25,p,B2,209,straw_Mgha,7.238673546112164
sexy1,24/25,p,B2,209,smois_pct,8.138660582332957
sexy1,24/25,xpcc,B2,210,grain_Mgha,3.6829400000000003
sexy1,24/25,xpcc,B2,210,gprotein_pct,14.456711214410225
sexy1,24/25,xpcc,B2,210,gmois_pct,13.95
sexy1,24/25,xpcc,B2,210,tkw_g,20.51432
sexy1,24/25,xpcc,B2,210,straw_Mgha,6.53906432748538
sexy1,24/25,xpcc,B2,210,smois_pct,6.584795321637427
sexy1,24/25,xa,B2,211,grain_Mgha,7.687988
sexy1,24/25,xa,B2,211,gprotein_pct,11.461932562849993
sexy1,24/25,xa,B2,211,gmois_pct,16.07
sexy1,24/25,xa,B2,211,tkw_g,33.001276
sexy1,24/25,xa,B2,211,straw_Mgha,4.281504093738557
sexy1,24/25,xa,B2,211,smois_pct,12.852435005492492
sexy1,24/25,aprows,B2,212,grain_Mgha,NA
sexy1,24/25,aprows,B2,212,gprotein_pct,NA
sexy1,24/25,aprows,B2,212,gmois_pct,NA
sexy1,24/25,aprows,B2,212,tkw_g,NA
sexy1,24/25,aprows,B2,212,straw_Mgha,NA
sexy1,24/25,aprows,B2,212,smois_pct,NA
sexy1,24/25,aprows,B3,301,grain_Mgha,6.08172
sexy1,24/25,aprows,B3,301,gprotein_pct,11.50174621653085
sexy1,24/25,aprows,B3,301,gmois_pct,14.1
sexy1,24/25,aprows,B3,301,tkw_g,26.113599999999998
sexy1,24/25,aprows,B3,301,straw_Mgha,6.379726842163233
sexy1,24/25,aprows,B3,301,smois_pct,5.903733891397723
sexy1,24/25,acc,B3,302,grain_Mgha,7.542524
sexy1,24/25,acc,B3,302,gprotein_pct,11.181535517818702
sexy1,24/25,acc,B3,302,gmois_pct,16.38
sexy1,24/25,acc,B3,302,tkw_g,32.845936
sexy1,24/25,acc,B3,302,straw_Mgha,4.565600436014931
sexy1,24/25,acc,B3,302,smois_pct,9.980881862045942
sexy1,24/25,xp,B3,303,grain_Mgha,3.509616
sexy1,24/25,xp,B3,303,gprotein_pct,13.775866077656358
sexy1,24/25,xp,B3,303,gmois_pct,13.98
sexy1,24/25,xp,B3,303,tkw_g,19.027624
sexy1,24/25,xp,B3,303,straw_Mgha,7.27687606594656
sexy1,24/25,xp,B3,303,smois_pct,5.983513359863569
sexy1,24/25,xpcc,B3,304,grain_Mgha,3.8210640000000007
sexy1,24/25,xpcc,B3,304,gprotein_pct,13.734603764815246
sexy1,24/25,xpcc,B3,304,gmois_pct,13.94
sexy1,24/25,xpcc,B3,304,tkw_g,18.141448
sexy1,24/25,xpcc,B3,304,straw_Mgha,7.562707230731484
sexy1,24/25,xpcc,B3,304,smois_pct,9.5369948477095
sexy1,24/25,pcc,B3,305,grain_Mgha,3.9667320000000004
sexy1,24/25,pcc,B3,305,gprotein_pct,13.358956440717447
sexy1,24/25,pcc,B3,305,gmois_pct,14.14
sexy1,24/25,pcc,B3,305,tkw_g,19.713456
sexy1,24/25,pcc,B3,305,straw_Mgha,3.759365175945645
sexy1,24/25,pcc,B3,305,smois_pct,6.483453334685462
sexy1,24/25,xa,B3,306,grain_Mgha,8.511032
sexy1,24/25,xa,B3,306,gprotein_pct,10.875014921809717
sexy1,24/25,xa,B3,306,gmois_pct,16.23
sexy1,24/25,xa,B3,306,tkw_g,33.407476
sexy1,24/25,xa,B3,306,straw_Mgha,4.919947958411813
sexy1,24/25,xa,B3,306,smois_pct,9.662472688917346
sexy1,24/25,a,B3,307,grain_Mgha,8.211419999999999
sexy1,24/25,a,B3,307,gprotein_pct,11.182718701515693
sexy1,24/25,a,B3,307,gmois_pct,16.21
sexy1,24/25,a,B3,307,tkw_g,32.007780000000004
sexy1,24/25,a,B3,307,straw_Mgha,4.653957852612126
sexy1,24/25,a,B3,307,smois_pct,9.828058479918145
sexy1,24/25,xapmix,B3,308,grain_Mgha,6.4350439999999995
sexy1,24/25,xapmix,B3,308,gprotein_pct,11.751714518191328
sexy1,24/25,xapmix,B3,308,gmois_pct,13.97
sexy1,24/25,xapmix,B3,308,tkw_g,27.976956
sexy1,24/25,xapmix,B3,308,straw_Mgha,5.417245345155162
sexy1,24/25,xapmix,B3,308,smois_pct,5.950601646611786
sexy1,24/25,xacc,B3,309,grain_Mgha,7.433478260869564
sexy1,24/25,xacc,B3,309,gprotein_pct,12.398081534772183
sexy1,24/25,xacc,B3,309,gmois_pct,16.6
sexy1,24/25,xacc,B3,309,tkw_g,29.757119999999997
sexy1,24/25,xacc,B3,309,straw_Mgha,4.282693428077299
sexy1,24/25,xacc,B3,309,smois_pct,8.929242800210558
sexy1,24/25,apmix,B3,310,grain_Mgha,6.073932
sexy1,24/25,apmix,B3,310,gprotein_pct,11.93612309126938
sexy1,24/25,apmix,B3,310,gmois_pct,14.21
sexy1,24/25,apmix,B3,310,tkw_g,27.384168000000003
sexy1,24/25,apmix,B3,310,straw_Mgha,5.267803161702759
sexy1,24/25,apmix,B3,310,smois_pct,5.594925417513252
sexy1,24/25,p,B3,311,grain_Mgha,4.654260000000001
sexy1,24/25,p,B3,311,gprotein_pct,13.516649263255598
sexy1,24/25,p,B3,311,gmois_pct,13.81
sexy1,24/25,p,B3,311,tkw_g,20.789028000000002
sexy1,24/25,p,B3,311,straw_Mgha,7.411518565352339
sexy1,24/25,p,B3,311,smois_pct,6.655937464076334
sexy1,24/25,xaprows,B3,312,grain_Mgha,6.157568
sexy1,24/25,xaprows,B3,312,gprotein_pct,12.465018656716417
sexy1,24/25,xaprows,B3,312,gmois_pct,14.24
sexy1,24/25,xaprows,B3,312,tkw_g,26.791424
sexy1,24/25,xaprows,B3,312,straw_Mgha,5.154443647741347
sexy1,24/25,xaprows,B3,312,smois_pct,7.29417899745779
sexy1,24/25,xaprows,B4,401,grain_Mgha,5.870088
sexy1,24/25,xaprows,B4,401,gprotein_pct,12.701002097413191
sexy1,24/25,xaprows,B4,401,gmois_pct,14.18
sexy1,24/25,xaprows,B4,401,tkw_g,25.128096
sexy1,24/25,xaprows,B4,401,straw_Mgha,4.955641912705559
sexy1,24/25,xaprows,B4,401,smois_pct,6.4973224017819025
sexy1,24/25,apmix,B4,402,grain_Mgha,6.289344
sexy1,24/25,apmix,B4,402,gprotein_pct,12.430167597765363
sexy1,24/25,apmix,B4,402,gmois_pct,14.08
sexy1,24/25,apmix,B4,402,tkw_g,23.851392
sexy1,24/25,apmix,B4,402,straw_Mgha,5.301404877386969
sexy1,24/25,apmix,B4,402,smois_pct,6.003459620798424
sexy1,24/25,xacc,B4,403,grain_Mgha,8.279442
sexy1,24/25,xacc,B4,403,gprotein_pct,11.146838156484458
sexy1,24/25,xacc,B4,403,gmois_pct,16.03
sexy1,24/25,xacc,B4,403,tkw_g,29.826144000000003
sexy1,24/25,xacc,B4,403,straw_Mgha,4.410846104869692
sexy1,24/25,xacc,B4,403,smois_pct,9.531720485930851
sexy1,24/25,acc,B4,404,grain_Mgha,7.605352000000001
sexy1,24/25,acc,B4,404,gprotein_pct,11.529775347676214
sexy1,24/25,acc,B4,404,gmois_pct,15.87
sexy1,24/25,acc,B4,404,tkw_g,32.676092000000004
sexy1,24/25,acc,B4,404,straw_Mgha,3.9722378397601568
sexy1,24/25,acc,B4,404,smois_pct,9.61439057169441
sexy1,24/25,p,B4,405,grain_Mgha,4.205584
sexy1,24/25,p,B4,405,gprotein_pct,13.68066836853098
sexy1,24/25,p,B4,405,gmois_pct,13.82
sexy1,24/25,p,B4,405,tkw_g,20.545312
sexy1,24/25,p,B4,405,straw_Mgha,7.274586537324028
sexy1,24/25,p,B4,405,smois_pct,6.73607003430734
sexy1,24/25,xpcc,B4,406,grain_Mgha,4.0365
sexy1,24/25,xpcc,B4,406,gprotein_pct,13.762318840579708
sexy1,24/25,xpcc,B4,406,gmois_pct,13.75
sexy1,24/25,xpcc,B4,406,tkw_g,18.699
sexy1,24/25,xpcc,B4,406,straw_Mgha,6.5611777091044905
sexy1,24/25,xpcc,B4,406,smois_pct,6.268889869935834
sexy1,24/25,xa,B4,407,grain_Mgha,8.515571999999999
sexy1,24/25,xa,B4,407,gprotein_pct,11.074065253631819
sexy1,24/25,xa,B4,407,gmois_pct,16.02
sexy1,24/25,xa,B4,407,tkw_g,33.625592
sexy1,24/25,xa,B4,407,straw_Mgha,4.484967912867001
sexy1,24/25,xa,B4,407,smois_pct,8.615884183466383
sexy1,24/25,pcc,B4,408,grain_Mgha,3.9211440000000004
sexy1,24/25,pcc,B4,408,gprotein_pct,13.838818467263636
sexy1,24/25,pcc,B4,408,gmois_pct,14.01
sexy1,24/25,pcc,B4,408,tkw_g,20.224847999999998
sexy1,24/25,pcc,B4,408,straw_Mgha,6.432410096481824
sexy1,24/25,pcc,B4,408,smois_pct,7.046096871649943
sexy1,24/25,xp,B4,409,grain_Mgha,4.290265217391304
sexy1,24/25,xp,B4,409,gprotein_pct,13.378974239962867
sexy1,24/25,xp,B4,409,gmois_pct,13.82
sexy1,24/25,xp,B4,409,tkw_g,19.511152
sexy1,24/25,xp,B4,409,straw_Mgha,6.949717025557602
sexy1,24/25,xp,B4,409,smois_pct,7.089344578106937
sexy1,24/25,aprows,B4,410,grain_Mgha,6.360299999999999
sexy1,24/25,aprows,B4,410,gprotein_pct,12.286212914485168
sexy1,24/25,aprows,B4,410,gmois_pct,14.05
sexy1,24/25,aprows,B4,410,tkw_g,23.85972
sexy1,24/25,aprows,B4,410,straw_Mgha,5.6463126050420165
sexy1,24/25,aprows,B4,410,smois_pct,4.944232238349889
sexy1,24/25,xapmix,B4,411,grain_Mgha,6.507648
sexy1,24/25,xapmix,B4,411,gprotein_pct,12.24442379182156
sexy1,24/25,xapmix,B4,411,gmois_pct,13.92
sexy1,24/25,xapmix,B4,411,tkw_g,24.653312
sexy1,24/25,xapmix,B4,411,straw_Mgha,5.686079042994501
sexy1,24/25,xapmix,B4,411,smois_pct,5.232015950091662
sexy1,24/25,a,B4,412,grain_Mgha,9.341912
sexy1,24/25,a,B4,412,gprotein_pct,10.95107725270801
sexy1,24/25,a,B4,412,gmois_pct,15.99
sexy1,24/25,a,B4,412,tkw_g,33.536792
sexy1,24/25,a,B4,412,straw_Mgha,4.211988079715865
sexy1,24/25,a,B4,412,smois_pct,9.656176006314121
