station;date;minte;maxte;temp;prec;tsum0
613500;28/04/2025;1,2;17,7;10,9;0;569,3
613500;29/04/2025;8;17,9;12,7;0;582
613500;30/04/2025;7,9;19,1;13,1;0;595,1
613500;01/05/2025;5,4;20;14;0;609,1
613500;02/05/2025;8,8;16,5;13,2;0;622,3
613500;03/05/2025;6,1;13,5;9,6;3,7;631,9
613500;04/05/2025;4,5;11,9;8,3;1,2;640,2
613500;05/05/2025;0,7;12,5;7,7;0;647,9
613500;06/05/2025;5,4;15,1;10,4;0;658,3
613500;07/05/2025;2,5;15,7;10,1;0;668,4
613500;08/05/2025;2,8;16,5;10,1;0;678,5
613500;09/05/2025;3,3;16,8;10,5;0;689
613500;10/05/2025;6,9;14,3;11,1;0;700,1
613500;11/05/2025;4,3;15,1;9,8;0;709,9
613500;12/05/2025;2,5;15,6;9,4;0;719,3
613500;13/05/2025;4,1;19,7;12,9;0;732,2
613500;14/05/2025;7,5;17;11,3;0;743,5
613500;15/05/2025;4,6;15;10,5;0;754
613500;16/05/2025;5;17,3;12,7;0;766,7
613500;17/05/2025;8,7;17;12,4;0,4;779,1
613500;18/05/2025;7,8;15,9;12,5;0;791,6
613500;19/05/2025;8,5;20,3;14,5;0,1;806,1
613500;20/05/2025;5,6;21,8;14,5;0;820,6
613500;21/05/2025;7,2;16,2;12,3;2,4;832,9
613500;22/05/2025;3,7;10,4;7,4;12,5;840,3
613500;23/05/2025;4,5;13,2;8,3;8,7;848,6
613500;24/05/2025;6,3;14,8;10,6;4,5;859,2
613500;25/05/2025;10,6;15,9;12,9;11,4;872,1
613500;26/05/2025;8,6;17,2;12,7;5,3;884,8
613500;27/05/2025;7,5;16,3;12,7;1,9;897,5
613500;28/05/2025;10,2;15,5;12,2;3,9;909,7
613500;29/05/2025;8,5;15,8;12,6;1,3;922,3
613500;30/05/2025;12,3;18,5;15,2;3,6;937,5
613500;31/05/2025;11,5;19;15;0;952,5
613500;01/06/2025;10,8;21;16,2;0,2;968,7
613500;02/06/2025;10;18,4;14;0,1;982,7
613500;03/06/2025;5,6;18,5;13,3;0;996
613500;04/06/2025;10,6;20,6;15,8;2;1011,8
613500;05/06/2025;6,8;18,4;13,7;0,1;1025,5
613500;06/06/2025;11,5;17,4;14,4;11,2;1039,9
613500;07/06/2025;9,3;16,4;13,1;0,5;1053
613500;08/06/2025;9,8;14,2;12;12,5;1065
613500;09/06/2025;9;16,1;12,2;0,3;1077,2
613500;10/06/2025;10,6;14,4;12,8;11;1090
613500;11/06/2025;7,7;17,7;13,5;0;1103,5
613500;12/06/2025;6,3;20,6;14,7;0,2;1118,2
613500;13/06/2025;9,8;19,2;14,9;0;1133,1
613500;14/06/2025;9,5;22,5;16,5;0;1149,6
613500;15/06/2025;11,6;24,1;17,2;3;1166,8
613500;16/06/2025;12,4;21,2;16,2;0;1183
613500;17/06/2025;11,7;21,8;17;0;1200
613500;18/06/2025;13,6;21,4;17;0;1217
613500;19/06/2025;11,4;18,2;14,9;0;1231,9
613500;20/06/2025;9,9;20;15,1;0;1247
613500;21/06/2025;9;24,5;17,2;0;1264,2
613500;22/06/2025;10,4;26,5;19,4;0;1283,6
613500;23/06/2025;12,6;19,4;16,2;3,2;1299,8
613500;24/06/2025;12,8;17,7;14,8;3,3;1314,6
613500;25/06/2025;10,7;20,1;16,2;0,1;1330,8
613500;26/06/2025;6,7;21,1;14,7;9,6;1345,5
613500;27/06/2025;14,2;20,6;17;0,5;1362,5
613500;28/06/2025;14;22,8;18,1;0;1380,6
613500;29/06/2025;13,9;20,9;18;0;1398,6
613500;30/06/2025;11,9;21,2;16,3;0;1414,9
613500;01/07/2025;8,9;25,6;18,7;0;1433,6
613500;02/07/2025;13;31,2;22,7;11,6;1456,3
613500;03/07/2025;12,7;19,7;16,8;0,7;1473,1
613500;04/07/2025;10;20,6;15,7;0,4;1488,8
613500;05/07/2025;14,5;18,7;16,2;5,9;1505
613500;06/07/2025;15,3;22;17,9;1,7;1522,9
613500;07/07/2025;13,4;20,3;16,6;12,9;1539,5
613500;08/07/2025;11,1;20,3;15,2;5;1554,7
613500;09/07/2025;12,5;20,9;16,8;0;1571,5
613500;10/07/2025;11,7;22,1;17,4;0;1588,9
613500;11/07/2025;12,3;21,5;17,1;0,4;1606
613500;12/07/2025;14,1;21,1;17,7;0,5;1623,7
613500;13/07/2025;13,5;22,5;17,8;0,9;1641,5
613500;14/07/2025;14,9;23,3;18,6;0;1660,1
613500;15/07/2025;12,7;23,5;17,1;3,4;1677,2
613500;16/07/2025;13,7;21,2;16,9;0;1694,1
613500;17/07/2025;16,2;25,6;20,3;1,5;1714,4
613500;18/07/2025;14,9;26,2;20,7;2;1735,1
613500;19/07/2025;13,8;27,6;21,3;0;1756,4
613500;20/07/2025;14,7;27,6;21,7;0;1778,1
613500;21/07/2025;16,1;21,7;19,2;22,4;1797,3
613500;22/07/2025;15,7;18,5;17,1;110,9;1814,4
613500;23/07/2025;16;21;18,3;0,5;1832,7
613500;24/07/2025;13,2;25,9;19,8;0;1852,5
613500;25/07/2025;15,4;21,9;19;0;1871,5
613500;26/07/2025;16,6;22,9;19,3;0;1890,8
613500;27/07/2025;14,2;21,8;18,4;0;1909,2
613500;28/07/2025;12,8;22,8;18,2;0;1927,4
613500;29/07/2025;14,1;22,2;17,6;0,6;1945
613500;30/07/2025;13,6;19,6;15,6;29,2;1960,6
613500;31/07/2025;13,9;21,5;17;1,7;1977,6
613500;01/08/2025;11,7;20,7;16,1;30,9;1993,7
613500;02/08/2025;13,5;23,3;17,7;0,5;2011,4
613500;03/08/2025;14,8;18,1;16,1;13,6;2027,5
613500;04/08/2025;14,8;22,4;17,5;4,4;2045
613500;05/08/2025;13,8;21;16,9;1,5;2061,9
613500;06/08/2025;12,8;20,3;16,2;0,1;2078,1
613500;07/08/2025;13,4;21,6;17,2;0,1;2095,3
613500;08/08/2025;12,8;24,5;19,1;0;2114,4
613500;09/08/2025;11;23,2;17,8;0;2132,2
613500;10/08/2025;12,6;21,3;16,9;0;2149,1
613500;11/08/2025;8,1;20,8;15,4;0;2164,5
613500;12/08/2025;11,4;22,5;17,6;0;2182,1
613500;13/08/2025;14,1;27,1;20,4;0;2202,5
613500;14/08/2025;16,4;29,3;21,9;0;2224,4
613500;15/08/2025;15,1;25,9;21;0;2245,4
613500;16/08/2025;14,4;21,2;17,5;0;2262,9
613500;17/08/2025;11,4;22,5;16,9;0;2279,8
613500;18/08/2025;10;23,7;17,4;0;2297,2
613500;19/08/2025;11,2;22,5;16,7;0;2313,9
613500;20/08/2025;8,2;21,2;15,9;0;2329,8
613500;21/08/2025;7;18,9;13,4;0;2343,2
613500;22/08/2025;8,1;17,9;13,6;0,1;2356,8
613500;23/08/2025;7,7;17,2;12,5;6,7;2369,3
613500;24/08/2025;5,9;19,4;14;0;2383,3
613500;25/08/2025;13;19,2;15,4;0;2398,7
613500;26/08/2025;7,8;19,7;14,6;0;2413,3
613500;27/08/2025;13,4;23,1;18,1;0;2431,4
613500;28/08/2025;12;23,2;17,5;0,1;2448,9
613500;29/08/2025;11;20,7;17,4;0;2466,3
613500;30/08/2025;10,2;22;16,5;0;2482,8
613500;31/08/2025;11,6;24,2;18,3;0;2501,1
613500;01/09/2025;14,7;25,2;19,5;0,9;2520,6
613500;02/09/2025;11,4;20,8;16,4;0;2537
613500;03/09/2025;10,3;22,9;18,1;0;2555,1
613500;04/09/2025;13,7;22,6;19,3;0;2574,4
613500;05/09/2025;13,7;20;16,5;9,9;2590,9
613500;06/09/2025;10,2;20,3;15,4;0;2606,3
613500;07/09/2025;8,5;21;14,6;0;2620,9
613500;08/09/2025;10,1;21,7;16,2;0;2637,1
613500;09/09/2025;12,2;22,9;17;0;2654,1
613500;10/09/2025;15,3;20,9;17,7;8,6;2671,8
613500;11/09/2025;11,5;20,3;16,3;0,8;2688,1
613500;12/09/2025;11,2;17,8;14,7;6,2;2702,8
613500;13/09/2025;10,7;18,9;14,7;1,1;2717,5
613500;14/09/2025;10;17,1;14,1;0,6;2731,6
613500;15/09/2025;10,7;19,4;15;4,5;2746,6
613500;16/09/2025;12,5;18,2;15,1;7,7;2761,7
613500;17/09/2025;13,1;18,2;15,2;0;2776,9
613500;18/09/2025;13,8;20,4;16,9;3,7;2793,8
613500;19/09/2025;15,7;20,6;17,9;0;2811,7
613500;20/09/2025;13,7;22,9;17,9;1,9;2829,6
613500;21/09/2025;11;19,4;15,9;1,8;2845,5
613500;22/09/2025;9,7;14,2;11,8;0,3;2857,3
613500;23/09/2025;5;16,2;10,5;1,6;2867,8
613500;24/09/2025;4,1;16,5;9,9;0;2877,7
613500;25/09/2025;4,8;16,2;10,8;0;2888,5
613500;26/09/2025;8,5;16,3;12,1;0;2900,6
613500;27/09/2025;8,6;16,9;12,5;0;2913,1
613500;28/09/2025;7,6;17,1;11,9;0;2925
613500;29/09/2025;8,7;14,5;12,1;0;2937,1
613500;30/09/2025;6,3;14,5;10,3;0,2;2947,4
613500;01/10/2025;5,1;14,4;9,7;0;2957,1
613500;02/10/2025;3,2;14,3;8,7;0;2965,8
613500;03/10/2025;5,8;14,6;10,5;0;2976,3
613500;04/10/2025;8,7;11,8;10,3;35,9;2986,6
613500;05/10/2025;10,3;14,1;11,9;3,8;2998,5
613500;06/10/2025;9,1;15;12,4;0;3010,9
613500;07/10/2025;9,5;14,4;13;6,8;3023,9
613500;08/10/2025;10,9;15,5;13,1;0,3;3037
613500;09/10/2025;7,3;14,3;11,8;0;3048,8
613500;10/10/2025;11,1;14,7;13,2;0;3062
613500;11/10/2025;11,6;13,8;12,9;0;3074,9
613500;12/10/2025;8,4;16,6;12,9;0,3;3087,8
613500;13/10/2025;3,2;14,6;9,5;0;3097,3
613500;14/10/2025;6,3;15;11,9;0,2;3109,2
613500;15/10/2025;7;13,2;10,5;0,4;3119,7
613500;16/10/2025;9,3;14,8;12;0;3131,7
613500;17/10/2025;3,9;11,8;9;0;3140,7
613500;18/10/2025;-0,4;11,5;4,8;0;3145,5
613500;19/10/2025;0,3;9,9;5,1;0,1;3150,6
613500;20/10/2025;4,7;11,6;8,2;0;3158,8
613500;21/10/2025;8,8;13,1;11,2;3,5;3170
613500;22/10/2025;7,3;13,2;11,5;0;3181,5
613500;23/10/2025;5,7;12,7;10,5;9,6;3192
613500;24/10/2025;9,4;12;10,5;2,3;3202,5
613500;25/10/2025;8,5;10,8;9,4;5,8;3211,9
613500;26/10/2025;6,5;9,8;8,3;4,5;3220,2
613500;27/10/2025;6,9;10,4;8,5;3;3228,7
613500;28/10/2025;7,2;10;8,4;2;3237,1
613500;29/10/2025;9,6;11,3;10,4;3;3247,5
613500;30/10/2025;6,8;10,5;9,3;13,1;3256,8
613500;31/10/2025;1,8;10,7;7,6;0;3264,4
613500;01/11/2025;6,2;12;9,7;3,6;3274,1
613500;02/11/2025;6,1;11,2;9,4;0,2;3283,5
613500;03/11/2025;5,2;11,3;9,3;2,1;3292,8
613500;04/11/2025;11,3;12,8;11,9;0;3304,7
613500;05/11/2025;9,6;12,1;11;0;3315,7
613500;06/11/2025;5,7;14,9;10,2;0;3325,9
613500;07/11/2025;5,4;9,1;7,1;0;3333
613500;08/11/2025;5,3;7,5;6,4;0;3339,4
613500;09/11/2025;6,3;8,1;7;0,3;3346,4
613500;10/11/2025;2,3;11,2;6,5;0,2;3352,9
613500;11/11/2025;5;10,1;8;2;3360,9
613500;12/11/2025;6,6;11,1;9,7;0,1;3370,6
613500;13/11/2025;5,9;12,9;10,4;0;3381
613500;14/11/2025;3,6;8,3;6,3;0;3387,3
613500;15/11/2025;-0,9;6,4;2,4;0;3389,7
613500;16/11/2025;-1,4;5,8;2,5;0,2;3392,2
613500;17/11/2025;0,8;6,9;3,6;0;3395,8
613500;18/11/2025;1,2;5,9;4;0;3399,8
613500;19/11/2025;-2,9;2,4;0,2;10,6;3400
613500;20/11/2025;0,3;2,5;1,2;0,6;3401,2
613500;21/11/2025;-1,7;3,5;0,9;0;3402,1
613500;22/11/2025;0,3;4,7;3,1;0,3;3405,2
613500;23/11/2025;0,3;3,6;2;0;3407,2
613500;24/11/2025;-1,5;3,6;0,6;16,8;3407,8
613500;25/11/2025;2,6;4,3;3,3;0,5;3411,1
613500;26/11/2025;0,1;4,7;2,1;0;3413,2
613500;27/11/2025;-0,7;6,7;3,7;4,7;3416,9
613500;28/11/2025;6,1;8,2;7,5;1,2;3424,4
613500;29/11/2025;5,9;8;7,3;0;3431,7
613500;30/11/2025;6;8;6,7;1,9;3438,4
613500;01/12/2025;4,3;6,4;5,4;0;3443,8
613500;02/12/2025;4,2;5,2;4,6;2,2;3448,4
613500;03/12/2025;4,5;5,1;4,8;0;3453,2
613500;04/12/2025;3,3;5,2;4,5;3;3457,7
613500;05/12/2025;3,3;5,6;4,6;3;3462,3
613500;06/12/2025;3,8;5;4,3;0,5;3466,6
613500;07/12/2025;4,6;7,8;6,5;1,5;3473,1
613500;08/12/2025;7,3;9,6;8,8;2,5;3481,9
613500;09/12/2025;6,5;10,3;8,9;6,5;3490,8
613500;10/12/2025;8,7;10,2;9,6;0,7;3500,4
613500;11/12/2025;8,3;9,3;8,9;0,5;3509,3
613500;12/12/2025;4,8;8,6;6,9;0;3516,2
613500;13/12/2025;5,3;8,9;6,9;0,5;3523,1
613500;14/12/2025;5,5;7,1;6,2;0;3529,3
613500;15/12/2025;3;7,4;6;0;3535,3
613500;16/12/2025;2,9;7,7;5,3;0;3540,6
613500;17/12/2025;5,1;7,1;6,2;0,1;3546,8
613500;18/12/2025;6;7,6;6,9;0;3553,7
613500;19/12/2025;6,6;9,6;8,2;0;3561,9
613500;20/12/2025;2,9;7,6;5,8;0;3567,7
613500;21/12/2025;4;5,4;4,7;0;3572,4
613500;22/12/2025;4,4;5,2;4,9;0;3577,3
613500;23/12/2025;-0,4;5,5;3,2;0;3580,5
613500;24/12/2025;-2,6;0,8;-0,9;0;3580,5
613500;25/12/2025;-2,9;1,6;-0,8;0;3580,5
613500;26/12/2025;-2,3;4,7;2,6;0;3583,1
613500;27/12/2025;0,8;7,5;4,3;0;3587,4
613500;28/12/2025;-1,1;4,1;2,2;0;3589,6
613500;29/12/2025;0,5;5,7;2,8;0,1;3592,4
613500;30/12/2025;-1,8;2;0,8;2,4;3593,2
613500;31/12/2025;-1,9;3,8;1,9;1,3;3595,1
