station;date;minte;maxte;temp;prec;tsum5;tsum0
613500;26/02/2015;-0,8;6,7;3,4;0,1;4,8;141,2
613500;27/02/2015;0,5;3,8;2,5;3,2;4,8;143,7
613500;28/02/2015;-0,7;5,1;2,2;0;4,8;145,9
613500;01/03/2015;1,2;6,7;3,5;3,8;4,8;149,4
613500;02/03/2015;2,4;5,5;3,5;4,9;4,8;152,9
613500;03/03/2015;0;5,6;2,4;5,1;4,8;155,3
613500;04/03/2015;0,1;5;1,9;5,4;4,8;157,2
613500;05/03/2015;0,2;6,5;3,4;0;4,8;160,6
613500;06/03/2015;3,7;6,9;5,3;0;5,1;165,9
613500;07/03/2015;4,4;8,2;5,8;0;5,9;171,7
613500;08/03/2015;4,1;11,1;6,9;0;7,8;178,6
613500;09/03/2015;3,4;9,1;5,8;0;8,6;184,4
613500;10/03/2015;3,7;10,3;6,5;1,1;10,1;190,9
613500;11/03/2015;1,3;9,4;5,4;0;10,5;196,3
613500;12/03/2015;-0,9;8,4;3;0;10,5;199,3
613500;13/03/2015;-1;6,7;2,6;0;10,5;201,9
613500;14/03/2015;0,1;7,8;3,9;0;10,5;205,8
613500;15/03/2015;1,7;6,4;4,5;0;10,5;210,3
613500;16/03/2015;3,1;9,3;5,9;0;11,4;216,2
613500;17/03/2015;4,5;9,6;7,2;0;13,6;223,4
613500;18/03/2015;2,2;10,2;6,9;0;15,5;230,3
613500;19/03/2015;-0,2;12,1;5,3;0;15,8;235,6
613500;20/03/2015;-1,2;6,9;3,6;0;15,8;239,2
613500;21/03/2015;-0,9;5,3;3,1;2,5;15,8;242,3
613500;22/03/2015;-4;3,6;0,2;0;15,8;242,5
613500;23/03/2015;0,8;7,2;3,9;0;15,8;246,4
613500;24/03/2015;2,4;6,8;4,8;1,3;15,8;251,2
613500;25/03/2015;0,3;7,4;4,4;0;15,8;255,6
613500;26/03/2015;3;7,6;5;0,1;15,8;260,6
613500;27/03/2015;1,8;6,6;4,4;0,3;15,8;265
613500;28/03/2015;1;8,2;5;1;15,8;270
613500;29/03/2015;5,5;8,8;7,1;9;17,9;277,1
613500;30/03/2015;3,4;8,9;5,6;9,6;18,5;282,7
613500;31/03/2015;0,2;4,2;2,5;11,6;18,5;285,2
613500;01/04/2015;1,9;6,9;3,9;1,2;18,5;289,1
613500;02/04/2015;0,5;7,7;3,6;0;18,5;292,7
613500;03/04/2015;-0,1;7,8;4;0;18,5;296,7
613500;04/04/2015;-1,2;8,8;3,8;0;18,5;300,5
613500;05/04/2015;-0,5;8,6;4,1;0;18,5;304,6
613500;06/04/2015;0,3;8,5;4,1;0;18,5;308,7
613500;07/04/2015;1,8;9,4;5,8;0;19,3;314,5
613500;08/04/2015;3,8;12,7;8;0;22,3;322,5
613500;09/04/2015;0,9;10,8;6,4;0;23,7;328,9
613500;10/04/2015;0,1;14;8,2;0;26,9;337,1
613500;11/04/2015;5,5;16,7;10,5;1,6;32,4;347,6
613500;12/04/2015;5;11,3;7,5;4;34,9;355,1
613500;13/04/2015;3,9;9,2;6,1;3;36;361,2
613500;14/04/2015;2,7;9,5;6,1;4;37,1;367,3
613500;15/04/2015;5,6;14,6;9,5;0,6;41,6;376,8
613500;16/04/2015;4,6;10,6;7,1;0;43,7;383,9
613500;17/04/2015;3,7;10,1;6,8;0;45,5;390,7
613500;18/04/2015;1,6;11,1;6,8;0;47,3;397,5
613500;19/04/2015;0,7;13,2;7,6;0;49,9;405,1
613500;20/04/2015;2,8;15,7;9,7;0;54,6;414,8
613500;21/04/2015;5,5;14,8;9,8;0;59,4;424,6
613500;22/04/2015;4,9;13,4;8,7;0;63,1;433,3
613500;23/04/2015;5;13,6;8,7;0;66,8;442
613500;24/04/2015;7,1;12,2;9;0;70,8;451
613500;25/04/2015;5,9;12,9;10,2;1,7;76;461,2
613500;26/04/2015;2,8;9,9;7,1;4,3;78,1;468,3
613500;27/04/2015;1,8;11,2;6,6;0;79,7;474,9
613500;28/04/2015;0,2;10,3;6,1;0;80,8;481
613500;29/04/2015;3,5;12;8,1;0;83,9;489,1
613500;30/04/2015;5,7;10,9;8,2;2,3;87,1;497,3
613500;01/05/2015;3,1;10,5;6,9;5,1;89;504,2
613500;02/05/2015;0,8;11,5;6,8;0;90,8;511
613500;03/05/2015;-0,9;13,5;7,4;4,2;93,2;518,4
613500;04/05/2015;7,4;15,4;11,7;9,9;99,9;530,1
613500;05/05/2015;9,4;19,4;13,3;9,4;108,2;543,4
613500;06/05/2015;7,4;16,5;11,9;1;115,1;555,3
613500;07/05/2015;7;12,6;10,3;0,7;120,4;565,6
613500;08/05/2015;3,8;12,1;8,1;0;123,5;573,7
613500;09/05/2015;3,5;13,9;9;1,2;127,5;582,7
613500;10/05/2015;5,2;13,4;9,8;1,4;132,3;592,5
613500;11/05/2015;3,3;17,2;11,6;0;138,9;604,1
613500;12/05/2015;8,1;15,6;11,6;4,4;145,5;615,7
613500;13/05/2015;8;12,4;9,7;0,6;150,2;625,4
613500;14/05/2015;7,3;14,8;10,6;0;155,8;636
613500;15/05/2015;5,7;15;10,7;0;161,5;646,7
613500;16/05/2015;5,9;12;8,3;1,1;164,8;655
613500;17/05/2015;6,2;12,6;8,9;1;168,7;663,9
613500;18/05/2015;6,2;12,3;8,9;10,4;172,6;672,8
613500;19/05/2015;7,3;13,4;10,4;2,7;178;683,2
613500;20/05/2015;5,9;13,5;10;0;183;693,2
613500;21/05/2015;3,9;13,5;9,2;0,1;187,2;702,4
613500;22/05/2015;5;16;11;0;193,2;713,4
613500;23/05/2015;5,6;12,8;10,2;1,3;198,4;723,6
613500;24/05/2015;3,9;13,5;8,9;0;202,3;732,5
613500;25/05/2015;6,4;13,3;9,6;3;206,9;742,1
613500;26/05/2015;6,1;13,4;9,8;0,1;211,7;751,9
613500;27/05/2015;5,8;13,7;10;0;216,7;761,9
613500;28/05/2015;6;14,7;11,1;0,5;222,8;773
613500;29/05/2015;6,3;14,8;10,9;3,1;228,7;783,9
613500;30/05/2015;7,1;13,6;10,1;2,6;233,8;794
613500;31/05/2015;8,1;15,1;11,5;1,8;240,3;805,5
613500;01/06/2015;7;14,6;11,7;5,5;247;817,2
613500;02/06/2015;8,5;14,3;11,7;8,8;253,7;828,9
613500;03/06/2015;8,6;16;13,3;1,3;262;842,2
613500;04/06/2015;7;16,8;11,8;0;268,8;854
613500;05/06/2015;5,5;19,5;13,5;0;277,3;867,5
613500;06/06/2015;9,4;20,5;15,8;0,2;288,1;883,3
613500;07/06/2015;9;16,6;12,6;0;295,7;895,9
613500;08/06/2015;7,8;14,3;11;0;301,7;906,9
613500;09/06/2015;4,1;18,9;12,2;0;308,9;919,1
613500;10/06/2015;7,1;18,8;13,8;0;317,7;932,9
613500;11/06/2015;8,1;16,8;11,8;0;324,5;944,7
613500;12/06/2015;5,7;21,1;14,5;0;334;959,2
613500;13/06/2015;8,4;24;16,4;1,2;345,4;975,6
613500;14/06/2015;8,9;15,4;12,9;0;353,3;988,5
613500;15/06/2015;7,5;14,1;10,9;0;359,2;999,4
613500;16/06/2015;7,4;14,7;10,8;0;365;1010,2
613500;17/06/2015;4,5;14,3;10,7;8,6;370,7;1020,9
613500;18/06/2015;10;15,3;12,3;0,5;378;1033,2
613500;19/06/2015;8,9;14,4;11,4;0,4;384,4;1044,6
613500;20/06/2015;8,3;17,9;13,4;0,4;392,8;1058
613500;21/06/2015;9;15,2;12,1;0;399,9;1070,1
613500;22/06/2015;8,7;16,1;12,3;7,6;407,2;1082,4
613500;23/06/2015;6,3;17,4;12,5;0;414,7;1094,9
613500;24/06/2015;10,2;13,4;11,9;0;421,6;1106,8
613500;25/06/2015;8,3;16,3;12,4;0;429;1119,2
613500;26/06/2015;9;17,7;13,7;0,2;437,7;1132,9
613500;27/06/2015;12,6;19;15,8;1,1;448,5;1148,7
613500;28/06/2015;11,9;19,7;14,8;1,5;458,3;1163,5
613500;29/06/2015;13,1;20,9;16,4;3;469,7;1179,9
613500;30/06/2015;11;20,1;15,6;0;480,3;1195,5
613500;01/07/2015;8,8;23,5;17,2;0;492,5;1212,7
613500;02/07/2015;12,3;24,2;18,8;0;506,3;1231,5
613500;03/07/2015;13,3;27,4;21,2;0;522,5;1252,7
613500;04/07/2015;13,6;29,4;22,3;0;539,8;1275
613500;05/07/2015;15,2;29,8;22,9;3,3;557,7;1297,9
613500;06/07/2015;14;21,1;17,4;1,4;570,1;1315,3
613500;07/07/2015;12,6;22,7;17,3;3;582,4;1332,6
613500;08/07/2015;12,3;18,8;16,1;6,4;593,5;1348,7
613500;09/07/2015;10,3;13,7;11,9;5,3;600,4;1360,6
613500;10/07/2015;8,8;16,3;12,6;0;608;1373,2
613500;11/07/2015;8,1;18,9;13,3;0;616,3;1386,5
613500;12/07/2015;10,2;20,5;15,5;0,4;626,8;1402
613500;13/07/2015;12,7;19,4;15,8;0,5;637,6;1417,8
613500;14/07/2015;8,9;19,9;15,1;0;647,7;1432,9
613500;15/07/2015;10,9;19,4;15;0;657,7;1447,9
613500;16/07/2015;9,6;20,3;15,2;0;667,9;1463,1
613500;17/07/2015;6,5;21,6;15,1;0,2;678;1478,2
613500;18/07/2015;12,6;22,5;17,8;0;690,8;1496
613500;19/07/2015;10;18,1;14;7,3;699,8;1510
613500;20/07/2015;8,9;19,5;14,5;0;709,3;1524,5
613500;21/07/2015;10,3;22,5;17,4;1,2;721,7;1541,9
613500;22/07/2015;10,7;24,3;18,1;0;734,8;1560
613500;23/07/2015;12,1;19,5;15,5;0;745,3;1575,5
613500;24/07/2015;7,9;20,5;14,9;0;755,2;1590,4
613500;25/07/2015;13,5;23,3;16;19,1;766,2;1606,4
613500;26/07/2015;11,4;18;14,5;10,3;775,7;1620,9
613500;27/07/2015;11,4;16,4;14,1;2,5;784,8;1635
613500;28/07/2015;13,5;19,1;16;3,3;795,8;1651
613500;29/07/2015;12;17,8;14,6;0,9;805,4;1665,6
613500;30/07/2015;6,4;19,8;13,9;0,5;814,3;1679,5
613500;31/07/2015;9,8;17;13,6;0;822,9;1693,1
613500;01/08/2015;6;18,7;13,5;0;831,4;1706,6
613500;02/08/2015;8;22,8;16,2;0;842,6;1722,8
613500;03/08/2015;9;24,6;17,6;0;855,2;1740,4
613500;04/08/2015;15,4;28,3;20,9;8,6;871,1;1761,3
613500;05/08/2015;12,7;22,4;17,8;0,1;883,9;1779,1
613500;06/08/2015;10,9;26,5;19,1;0;898;1798,2
613500;07/08/2015;13,9;24,7;19,4;0,8;912,4;1817,6
613500;08/08/2015;11;21,1;16,7;0;924,1;1834,3
613500;09/08/2015;7,4;23,4;16,1;0;935,2;1850,4
613500;10/08/2015;11;25,5;18,1;1,8;948,3;1868,5
613500;11/08/2015;13,4;24,5;18,5;11,5;961,8;1887
613500;12/08/2015;11,7;21,1;17,3;0;974,1;1904,3
613500;13/08/2015;8,1;23,8;16,6;0;985,7;1920,9
613500;14/08/2015;15,7;25,3;19,6;0;1000,3;1940,5
613500;15/08/2015;16,9;22,1;18,8;2,3;1014,1;1959,3
613500;16/08/2015;14,9;23,9;19,2;2,8;1028,3;1978,5
613500;17/08/2015;15,9;26,1;20,3;0;1043,6;1998,8
613500;18/08/2015;15,7;24,7;19,2;0;1057,8;2018
613500;19/08/2015;14;25;18,9;0;1071,7;2036,9
613500;20/08/2015;11,9;25,2;17,9;0;1084,6;2054,8
613500;21/08/2015;10,6;25,7;18;0;1097,6;2072,8
613500;22/08/2015;10,6;23,9;17,6;0;1110,2;2090,4
613500;23/08/2015;13,4;24;18,4;0;1123,6;2108,8
613500;24/08/2015;14,1;21,4;17,4;3;1136;2126,2
613500;25/08/2015;13,5;20,7;17,7;3,6;1148,7;2143,9
613500;26/08/2015;12,9;21,2;17,6;0;1161,3;2161,5
613500;27/08/2015;14,5;20,6;17,7;13;1174;2179,2
613500;28/08/2015;12,6;20,3;16;3,7;1185;2195,2
613500;29/08/2015;11,3;20,6;16,5;0;1196,5;2211,7
613500;30/08/2015;14,2;20,8;17,3;0;1208,8;2229
613500;31/08/2015;15,5;19,3;17;6,9;1220,8;2246
613500;01/09/2015;14,8;20,6;17,2;0,1;1233;2263,2
613500;02/09/2015;13,4;19,8;15,7;0;1243,7;2278,9
613500;03/09/2015;10,2;18,2;14,6;0;1253,3;2293,5
613500;04/09/2015;9,6;17,7;13,7;4,7;1262;2307,2
613500;05/09/2015;11,4;15,6;13,5;8,9;1270,5;2320,7
613500;06/09/2015;10,6;16,9;13,6;9,6;1279,1;2334,3
613500;07/09/2015;8,5;16,7;13;0;1287,1;2347,3
613500;08/09/2015;7,6;17,3;13;0;1295,1;2360,3
613500;09/09/2015;5,9;18,7;12,4;0;1302,5;2372,7
613500;10/09/2015;7,2;18,4;13,1;0;1310,6;2385,8
613500;11/09/2015;11,8;18,5;14,6;14,1;1320,2;2400,4
613500;12/09/2015;12,9;17,8;14,8;0,8;1330;2415,2
613500;13/09/2015;14,2;16,2;15,2;6,2;1340,2;2430,4
613500;14/09/2015;15;19,7;16,4;5,8;1351,6;2446,8
613500;15/09/2015;11;15,7;13,7;7,2;1360,3;2460,5
613500;16/09/2015;12,1;16,7;14,5;3,5;1369,8;2475
613500;17/09/2015;13,9;19;16,6;0,4;1381,4;2491,6
613500;18/09/2015;12,1;17;14,7;3,1;1391,1;2506,3
613500;19/09/2015;11,6;17,1;13,9;0,1;1400;2520,2
613500;20/09/2015;9,1;16,4;12,8;0,6;1407,8;2533
613500;21/09/2015;8,4;15,2;11,8;0,9;1414,6;2544,8
613500;22/09/2015;12,3;14,9;13,5;2,4;1423,1;2558,3
613500;23/09/2015;10,4;14,9;13;0,3;1431,1;2571,3
613500;24/09/2015;10,9;16,3;13,5;0,6;1439,6;2584,8
613500;25/09/2015;9,6;15,6;12,7;1,1;1447,3;2597,5
613500;26/09/2015;7,1;15,4;11,4;0;1453,7;2608,9
613500;27/09/2015;6,5;16,8;11,5;0;1460,2;2620,4
613500;28/09/2015;4,6;17,3;10,7;0;1465,9;2631,1
613500;29/09/2015;5,9;17,7;11;0;1471,9;2642,1
613500;30/09/2015;4;16,2;10,1;0;1477;2652,2
613500;01/10/2015;6,9;15,4;11,2;0;1483,2;2663,4
613500;02/10/2015;8,6;18,1;12,6;0;1490,8;2676
613500;03/10/2015;5;16,2;10,3;0;1496,1;2686,3
613500;04/10/2015;6,5;14,7;9,9;0;1501;2696,2
613500;05/10/2015;6,6;16,6;11,6;0;1507,6;2707,8
613500;06/10/2015;11,8;15,6;13,2;0,1;1515,8;2721
613500;07/10/2015;10,4;13;11,9;0,4;1522,7;2732,9
613500;08/10/2015;7,9;10,5;8,8;5;1526,5;2741,7
613500;09/10/2015;6,8;11,7;9,4;0;1530,9;2751,1
613500;10/10/2015;5;11,1;7,6;0;1533,5;2758,7
613500;11/10/2015;6;9,8;7,9;0,1;1536,4;2766,6
613500;12/10/2015;5,6;9,7;7,1;0;1538,5;2773,7
613500;13/10/2015;5,8;8,5;6,9;0,8;1540,4;2780,6
613500;14/10/2015;6,7;8,7;7,7;0,1;1543,1;2788,3
613500;15/10/2015;7,6;11,6;9,4;2,1;1547,5;2797,7
613500;16/10/2015;8;9,9;8,7;3,6;1551,2;2806,4
613500;17/10/2015;8,4;10,3;9,5;1,5;1555,7;2815,9
613500;18/10/2015;6,6;10,4;9,6;2;1560,3;2825,5
613500;19/10/2015;3,4;12;7,9;0;1563,2;2833,4
613500;20/10/2015;5,5;9,9;8,2;0;1566,4;2841,6
613500;21/10/2015;7,3;11,6;9,6;0,6;1571;2851,2
613500;22/10/2015;9,9;12,9;10,9;0,1;1576,9;2862,1
613500;23/10/2015;7,3;13,2;11;0;1582,9;2873,1
613500;24/10/2015;5,7;11,7;9,6;0;1587,5;2882,7
613500;25/10/2015;5;12,5;9,8;0,1;1592,3;2892,5
613500;26/10/2015;0,8;11,7;6,4;0;1593,7;2898,9
613500;27/10/2015;2,3;11,4;6,9;0;1595,6;2905,8
613500;28/10/2015;6,3;12,5;9,3;0;1599,9;2915,1
613500;29/10/2015;3,9;10,8;7,9;0;1602,8;2923
613500;30/10/2015;6,8;10,4;8,2;0;1606;2931,2
613500;31/10/2015;5,4;12,9;9;0;1610;2940,2
613500;01/11/2015;4,2;10,7;8,9;0;1613,9;2949,1
613500;02/11/2015;7,7;10,7;9,3;0;1618,2;2958,4
613500;03/11/2015;4,7;8,2;6,3;0;1619,5;2964,7
613500;04/11/2015;4,2;6,7;5,5;0;1620;2970,2
613500;05/11/2015;5,8;11,1;8,8;0,3;1623,8;2979
613500;06/11/2015;8,1;12,2;10,8;7,3;1629,6;2989,8
613500;07/11/2015;11,6;14,8;12,9;10,1;1637,5;3002,7
613500;08/11/2015;7,9;12,8;10,8;0;1643,3;3013,5
613500;09/11/2015;10,3;12,8;11,2;2,1;1649,5;3024,7
613500;10/11/2015;11,6;15,2;13,5;1,2;1658;3038,2
613500;11/11/2015;11,5;14,1;12,9;1,1;1665,9;3051,1
613500;12/11/2015;7,5;13,1;11,1;0,7;1672;3062,2
613500;13/11/2015;6,3;12,2;9,6;2,6;1676,6;3071,8
613500;14/11/2015;5,5;9,7;7,3;5,6;1678,9;3079,1
613500;15/11/2015;0,9;8,9;6,2;0,6;1680,1;3085,3
613500;16/11/2015;0,8;12,1;8,7;9,2;1683,8;3094
613500;17/11/2015;6,4;10,6;8,8;10,5;1687,6;3102,8
613500;18/11/2015;8,3;12,6;10,1;11,3;1692,7;3112,9
613500;19/11/2015;7,1;10,7;9;5,3;1696,7;3121,9
613500;20/11/2015;2,1;8,2;5,7;2,7;1697,4;3127,6
613500;21/11/2015;-0,1;2,4;1,4;1,9;1697,4;3129
613500;22/11/2015;-0,1;2,1;0,8;17,4;1697,4;3129,8
613500;23/11/2015;-3,4;4,5;1,3;2,2;1697,4;3131,1
613500;24/11/2015;2,8;5,5;4,3;4,4;1697,4;3135,4
613500;25/11/2015;2,9;5,6;4,2;1,5;1697,4;3139,6
613500;26/11/2015;0,6;6,7;3,8;0,1;1697,4;3143,4
613500;27/11/2015;2,1;6,8;5,6;0;1698;3149
613500;28/11/2015;3,4;6,5;4,8;6,1;1698;3153,8
613500;29/11/2015;4,4;9,6;6,8;6,8;1699,8;3160,6
613500;30/11/2015;3;6,6;5,2;1,3;1700;3165,8
613500;01/12/2015;4;7;5,3;0;1700,3;3171,1
613500;02/12/2015;4,6;9,8;7,8;1,4;1703,1;3178,9
613500;03/12/2015;7,5;9,3;8,3;2;1706,4;3187,2
613500;04/12/2015;6,3;9,2;7,9;10;1709,3;3195,1
613500;05/12/2015;7,8;9;8,5;0;1712,8;3203,6
613500;06/12/2015;7,6;10,8;8,9;0,1;1716,7;3212,5
613500;07/12/2015;1,1;7,9;5,3;0;1717;3217,8
613500;08/12/2015;4,8;9,3;7,6;0,6;1719,6;3225,4
613500;09/12/2015;5,8;8,7;7,4;0,7;1722;3232,8
613500;10/12/2015;6,1;7,2;6,7;1,3;1723,7;3239,5
613500;11/12/2015;3,8;6,7;5,5;4;1724,2;3245
613500;12/12/2015;3,4;6,5;4,9;5,1;1724,2;3249,9
613500;13/12/2015;-0,4;5,5;3,1;3,8;1724,2;3253
613500;14/12/2015;-1,7;3,9;1,7;16;1724,2;3254,7
613500;15/12/2015;2,1;4,1;3,2;3;1724,2;3257,9
613500;16/12/2015;1,3;6,2;3,9;0,6;1724,2;3261,8
613500;17/12/2015;6;10,1;8,8;1,3;1728;3270,6
613500;18/12/2015;8,5;10,5;9,3;0,2;1732,3;3279,9
613500;19/12/2015;8,5;10,5;9,3;0;1736,6;3289,2
613500;20/12/2015;8,4;10,8;9,8;0;1741,4;3299
613500;21/12/2015;7,2;10,4;8,8;7;1745,2;3307,8
613500;22/12/2015;6,8;11,4;9,1;1,8;1749,3;3316,9
613500;23/12/2015;6,5;10,8;9;3,6;1753,3;3325,9
613500;24/12/2015;5,2;10,2;7;0;1755,3;3332,9
613500;25/12/2015;6,1;9,6;7;1,4;1757,3;3339,9
613500;26/12/2015;4;6,3;4,9;51;1757,3;3344,8
613500;27/12/2015;4,9;10,1;7,9;2,3;1760,2;3352,7
613500;28/12/2015;0;7;3,9;0;1760,2;3356,6
613500;29/12/2015;2,3;4,2;3,3;0;1760,2;3359,9
613500;30/12/2015;0,9;4,3;2,6;0;1760,2;3362,5
613500;31/12/2015;-0,1;4,3;1,6;1;1760,2;3364,1
613500;01/01/2016;1,7;4,7;3,5;0;0;3,5
613500;02/01/2016;-3,6;3,4;-0,8;0,2;0;3,5
613500;03/01/2016;-5,5;-3,1;-4;0;0;3,5
613500;04/01/2016;-5,7;-0,8;-2,9;0;0;3,5
613500;05/01/2016;-4,8;-1,4;-3;0,1;0;3,5
613500;06/01/2016;-5,4;-1,8;-3,5;0,1;0;3,5
613500;07/01/2016;-3,4;-1;-2;0,1;0;3,5
613500;08/01/2016;-1,9;1,6;0;2,5;0;3,5
613500;09/01/2016;-2;2,4;0,9;0,1;0;4,4
613500;10/01/2016;-0,3;2;0,6;6,8;0;5
613500;11/01/2016;-0,6;2;0,9;0,1;0;5,9
613500;12/01/2016;-0,1;1,9;1,1;7;0;7
613500;13/01/2016;-2,9;0,6;-1,1;6,6;0;7
613500;14/01/2016;-1,5;1,8;0,1;1,1;0;7,1
613500;15/01/2016;-6,9;0,5;-2;0;0;7,1
613500;16/01/2016;-6,1;-0,8;-2,9;0,4;0;7,1
613500;17/01/2016;-8,8;-2;-5;0;0;7,1
613500;18/01/2016;-10,2;0,5;-2,8;0,3;0;7,1
613500;19/01/2016;-4,8;0,6;-1,4;0;0;7,1
613500;20/01/2016;-7,5;-1,6;-3,1;0;0;7,1
613500;21/01/2016;-8,9;-1,1;-4,2;0;0;7,1
613500;22/01/2016;-4,4;-1,7;-2,8;0;0;7,1
613500;23/01/2016;-3,6;2,2;-1;2,2;0;7,1
613500;24/01/2016;0,9;3;1,9;5,1;0;9
613500;25/01/2016;2,4;5,8;4,3;0,2;0;13,3
613500;26/01/2016;3,9;6,6;5,4;0,2;0,4;18,7
613500;27/01/2016;5,8;8,8;7,5;1,6;2,9;26,2
613500;28/01/2016;4,1;8,4;5,5;0;3,4;31,7
613500;29/01/2016;3,3;8,4;5,6;0,5;4;37,3
613500;30/01/2016;1,7;7,3;5,4;7,5;4,4;42,7
613500;31/01/2016;1,2;4,4;2,6;3,5;4,4;45,3
613500;01/02/2016;0;8,9;3,1;2,2;4,4;48,4
613500;02/02/2016;4,9;7,7;6,2;0,3;5,6;54,6
613500;03/02/2016;2,2;6,5;4,5;0,4;5,6;59,1
613500;04/02/2016;0,8;4,8;2,5;0;5,6;61,6
613500;05/02/2016;0,6;6,1;2,9;2,5;5,6;64,5
613500;06/02/2016;5,4;7,5;6,6;0,5;7,2;71,1
613500;07/02/2016;4,7;8,8;6,1;0;8,3;77,2
613500;08/02/2016;4,1;7;5,4;5,4;8,7;82,6
613500;09/02/2016;3,3;6,2;4,9;4,5;8,7;87,5
613500;10/02/2016;1,5;4;3,1;9,8;8,7;90,6
613500;11/02/2016;-1,1;5;3;0,1;8,7;93,6
613500;12/02/2016;-1,2;2,3;0,3;0;8,7;93,9
613500;13/02/2016;-1,9;1,5;-0,6;0,5;8,7;93,9
613500;14/02/2016;0;3,4;1,2;0;8,7;95,1
613500;15/02/2016;-3,1;0,8;-0,5;0;8,7;95,1
613500;16/02/2016;-4,6;2,9;-0,9;0;8,7;95,1
613500;17/02/2016;-1,6;1,8;0;0;8,7;95,1
613500;18/02/2016;-0,6;2,2;0,3;0,3;8,7;95,4
613500;19/02/2016;-1;1,7;0,7;0;8,7;96,1
613500;20/02/2016;0,1;5,4;2,9;6;8,7;99
613500;21/02/2016;3,3;6,5;4,5;5,4;8,7;103,5
613500;22/02/2016;3;6,7;4,3;0,9;8,7;107,8
613500;23/02/2016;2,5;6,6;3,9;0,7;8,7;111,7
613500;24/02/2016;0,4;5,2;2,4;0;8,7;114,1
613500;25/02/2016;0;4,3;1,8;0;8,7;115,9
613500;26/02/2016;-0,1;5,3;2,1;0;8,7;118
613500;27/02/2016;-3,8;1,8;-0,6;0;8,7;118
613500;28/02/2016;-2;1,3;-0,4;0;8,7;118
613500;29/02/2016;-1,2;4,2;0,5;0;8,7;118,5
613500;01/03/2016;-0,3;2,2;0,9;0,2;8,7;119,4
613500;02/03/2016;-0,2;5;2,3;18;8,7;121,7
613500;03/03/2016;-0,3;6,3;2,5;0,9;8,7;124,2
613500;04/03/2016;0,9;3,2;1,8;0;8,7;126
613500;05/03/2016;1,5;3,9;2,8;9;8,7;128,8
613500;06/03/2016;-0,1;3;1,3;10,3;8,7;130,1
613500;07/03/2016;1,5;4,9;2,8;0;8,7;132,9
613500;08/03/2016;-0,1;3,7;2;0,2;8,7;134,9
613500;09/03/2016;-0,1;6,3;2,7;0;8,7;137,6
613500;10/03/2016;0,3;5,6;2,5;0;8,7;140,1
613500;11/03/2016;-1,5;5,4;1,6;0;8,7;141,7
613500;12/03/2016;-2;3,8;0,1;0,2;8,7;141,8
613500;13/03/2016;-2,9;3,3;-0,6;0;8,7;141,8
613500;14/03/2016;1,5;4,4;3,3;0;8,7;145,1
613500;15/03/2016;0,2;8,9;4,4;0;8,7;149,5
613500;16/03/2016;-1,1;7,7;2,6;0;8,7;152,1
613500;17/03/2016;-0,8;10;4,5;0;8,7;156,6
613500;18/03/2016;-1,3;10,1;3,9;0;8,7;160,5
613500;19/03/2016;-2;7,6;3;0;8,7;163,5
613500;20/03/2016;2,4;8,6;5,1;0;8,8;168,6
613500;21/03/2016;3,3;9,7;5,9;0,2;9,7;174,5
613500;22/03/2016;4,2;6,8;5,5;0,1;10,2;180
613500;23/03/2016;0,8;7,8;4,2;0;10,2;184,2
613500;24/03/2016;-1,9;7,5;3,7;0,5;10,2;187,9
613500;25/03/2016;3,6;7,2;5,5;0,6;10,7;193,4
613500;26/03/2016;1;8;4,6;0;10,7;198
613500;27/03/2016;4,7;9,4;6,6;2,8;12,3;204,6
613500;28/03/2016;4,5;10,9;7,4;1,6;14,7;212
613500;29/03/2016;3,6;10,4;6,4;1,4;16,1;218,4
613500;30/03/2016;2,4;8,6;5,2;3,5;16,3;223,6
613500;31/03/2016;2,5;9,8;5,7;0;17;229,3
613500;01/04/2016;0,1;8,6;4,3;0;17;233,6
613500;02/04/2016;3,9;12;7,7;0;19,7;241,3
613500;03/04/2016;3,6;14,4;8,4;0;23,1;249,7
613500;04/04/2016;3,4;15,9;9,3;0;27,4;259
613500;05/04/2016;5,1;10,1;7,8;6,9;30,2;266,8
613500;06/04/2016;6,3;11,3;7,9;3,3;33,1;274,7
613500;07/04/2016;5;8,7;6,6;1,1;34,7;281,3
613500;08/04/2016;3,3;10,1;6,7;0,6;36,4;288
613500;09/04/2016;1,4;11,3;6,2;0;37,6;294,2
613500;10/04/2016;1,3;11,2;5,8;0;38,4;300
613500;11/04/2016;1,2;12,8;6,9;0;40,3;306,9
613500;12/04/2016;3,9;8,7;6,4;6,3;41,7;313,3
613500;13/04/2016;3,8;11,9;7,8;0;44,5;321,1
613500;14/04/2016;3,7;10,9;7;0;46,5;328,1
613500;15/04/2016;4,8;11,2;7,7;2,4;49,2;335,8
613500;16/04/2016;5,6;12,5;8,7;0,1;52,9;344,5
613500;17/04/2016;4,7;10,7;7,2;0;55,1;351,7
613500;18/04/2016;3,6;9,5;6,6;0;56,7;358,3
613500;19/04/2016;5,8;11,1;7,9;0;59,6;366,2
613500;20/04/2016;4,4;11,5;7,5;0;62,1;373,7
613500;21/04/2016;2,9;10,2;6,9;0;64;380,6
613500;22/04/2016;4,3;11,5;7,5;0;66,5;388,1
613500;23/04/2016;0,6;9,2;4,7;0,1;66,5;392,8
613500;24/04/2016;0,5;6,1;2,6;7,9;66,5;395,4
613500;25/04/2016;-0,6;7,2;3,4;1,9;66,5;398,8
