station;date;minte;maxte;temp;prec08;tsum5;tsum0
22;2002-05-01;9.2;14.6;11.4;0.5;144.5;585.8
22;2002-05-02;4.6;14;10;0.3;149.6;595.9
22;2002-05-03;9.2;12.9;11;2.3;155.6;606.9
22;2002-05-04;8.7;13.1;10.3;5.8;160.8;617.1
22;2002-05-05;9.1;11.3;9.6;6.5;165.5;626.8
22;2002-05-06;8.3;16.8;11.3;3.2;171.8;638.1
22;2002-05-07;8.3;13.4;10.6;0;177.4;648.7
22;2002-05-08;7.5;19;12.2;0;184.6;660.9
22;2002-05-09;9.1;20.9;15.3;0;194.9;676.2
22;2002-05-10;10.3;20.5;15.2;0;205;691.3
22;2002-05-11;11.2;21;15.9;0;215.9;707.2
22;2002-05-12;11.6;15.1;12.6;0.4;223.5;719.8
22;2002-05-13;6.4;17;12.2;0;230.7;732
22;2002-05-14;8;17.8;13.1;0;238.8;745.1
22;2002-05-15;10.2;17;13.2;0.6;247;758.3
22;2002-05-16;11.5;17.8;14;0.3;256;772.3
22;2002-05-17;10;16.3;12.1;0.2;263.1;784.4
22;2002-05-18;7.2;19.5;14;0;272.1;798.4
22;2002-05-19;9.9;13.8;12.4;0;279.5;810.8
22;2002-05-20;9.4;18.7;13.3;1.1;287.8;824.1
22;2002-05-21;6.7;19.2;13.6;0;296.4;837.7
22;2002-05-22;11.5;23.3;17.3;0;308.7;855
22;2002-05-23;12.4;21;15.6;0;319.3;870.6
22;2002-05-24;12.6;18.5;14.6;14.8;328.9;885.2
22;2002-05-25;11.6;16.4;13.5;1.5;337.4;898.7
22;2002-05-26;6.9;17.3;13;0;345.4;911.7
22;2002-05-27;7.6;20.2;14.8;2.5;355.2;926.5
22;2002-05-28;10.9;20.4;15.8;0;366;942.3
22;2002-05-29;13;20.6;15.6;0;376.6;957.9
22;2002-05-30;10.3;17.8;13.8;0.2;385.3;971.6
22;2002-05-31;8.7;16.5;11.9;0;392.2;983.5
22;2002-06-01;9.9;17.5;13.4;6.1;400.6;996.9
22;2002-06-02;8.8;20.4;15.5;0;411.1;1012.4
22;2002-06-03;9;20.8;15.5;0;421.6;1027.9
22;2002-06-04;11.8;20.8;16.6;0;433.3;1044.6
22;2002-06-05;12.7;23.6;18.5;0;446.7;1063
22;2002-06-06;14.1;24.1;18.9;0;460.6;1081.9
22;2002-06-07;14.2;21.7;17.4;0;473;1099.3
22;2002-06-08;11.2;20.9;16.1;0;484.1;1115.4
22;2002-06-09;10;20.6;16;0;495.1;1131.4
22;2002-06-10;11.1;20.8;15.4;0;505.6;1146.9
22;2002-06-11;11.4;16.7;13.8;26.5;514.3;1160.6
22;2002-06-12;10.6;17;14;9.5;523.3;1174.6
22;2002-06-13;12.5;16.2;13.3;2.9;531.7;1188
22;2002-06-14;10.5;18.8;14.8;12.6;541.4;1202.7
22;2002-06-15;10.9;20.6;15.9;5.1;552.3;1218.6
22;2002-06-16;13.2;20.9;16.9;0.2;564.2;1235.5
22;2002-06-17;15.2;23.8;18.9;0;578;1254.3
22;2002-06-18;16.9;28.4;22.9;0;595.9;1277.2
22;2002-06-19;14.3;21.8;17.8;4.6;608.8;1295.1
22;2002-06-20;11.5;19.5;15.6;0;619.4;1310.7
22;2002-06-21;12.5;19.5;15.7;5.4;630.1;1326.4
22;2002-06-22;13.7;19.6;16.4;0;641.5;1342.8
22;2002-06-23;15.4;19.2;16.3;0;652.8;1359.1
22;2002-06-24;12.1;19.1;15.3;1.3;663.1;1374.4
22;2002-06-25;12.3;18.7;15.3;1.5;673.3;1389.6
22;2002-06-26;11.6;19.1;15.6;0.6;683.9;1405.2
22;2002-06-27;11.2;17.6;14.2;3.9;693;1419.3
22;2002-06-28;10.7;15.5;13.1;1;701.2;1432.5
22;2002-06-29;11;17.3;14;5;710.2;1446.5
22;2002-06-30;11.1;17.4;13.6;3.9;718.9;1460.2
22;2002-07-01;11.2;16.3;13.9;5.6;727.8;1474.1
22;2002-07-02;13;17.8;14.4;3;737.1;1488.4
22;2002-07-03;11.8;15.6;14.3;0.9;746.5;1502.8
22;2002-07-04;12.6;19;15.5;4.1;757;1518.3
22;2002-07-05;10.9;19.1;14.9;5;766.8;1533.1
22;2002-07-06;12.7;18.5;15.2;3.3;777;1548.3
22;2002-07-07;13.5;19;15.8;1;787.8;1564.1
22;2002-07-08;13.7;23.2;18.4;0;801.2;1582.5
22;2002-07-09;14.4;28.6;22.2;0;818.4;1604.7
22;2002-07-10;16.5;24.7;20.4;0;833.8;1625.1
22;2002-07-11;13.2;20.2;16.3;26.5;845;1641.3
22;2002-07-12;10.7;21.4;16.7;0;856.8;1658.1
22;2002-07-13;14.3;21.9;17.6;0.6;869.3;1675.6
22;2002-07-14;13.6;22.8;17.6;0;881.9;1693.2
22;2002-07-15;12.9;26.3;19.8;0;896.7;1713
22;2002-07-16;12.7;26.1;20.5;0;912.2;1733.5
22;2002-07-17;16.4;26.6;20.7;0;927.9;1754.2
22;2002-07-18;16.7;20.3;18.5;3.3;941.4;1772.7
22;2002-07-19;17;22.4;19.2;0.7;955.6;1791.9
22;2002-07-20;15;20.6;17.1;4.2;967.7;1809
22;2002-07-21;13;19.7;15.3;0;978;1824.3
22;2002-07-22;13;16.3;14.7;10.2;987.7;1839
22;2002-07-23;12.6;20.8;16.5;1.9;999.2;1855.5
22;2002-07-24;13.2;19.1;15.9;3.9;1010.1;1871.4
22;2002-07-25;12.8;19.3;15.6;0;1020.7;1887
22;2002-07-26;10.7;18.4;15.5;0;1031.2;1902.5
22;2002-07-27;12.5;23.1;17.7;0.6;1044;1920.3
22;2002-07-28;13.8;26.7;20.6;0;1059.5;1940.8
22;2002-07-29;14.7;31.3;22.7;0;1077.2;1963.5
22;2002-07-30;17.8;27.6;22;0;1094.2;1985.5
22;2002-07-31;14.5;30.4;23.2;0;1112.3;2008.6
22;2002-08-01;18.1;27.2;23.9;3.9;1131.2;2032.5
22;2002-08-02;19;21.7;19.5;9.7;1145.8;2052.1
22;2002-08-03;16.4;22.9;19.1;7.2;1159.8;2071.1
22;2002-08-04;17.9;23.3;19.6;0.1;1174.4;2090.7
22;2002-08-05;16.7;24.5;20.1;0;1189.5;2110.8
22;2002-08-06;15.4;22.5;18.4;0;1202.9;2129.2
22;2002-08-07;14.5;25.2;19.5;0.6;1217.4;2148.7
22;2002-08-08;14;24.2;19.4;0;1231.8;2168.1
22;2002-08-09;16.7;25.3;20;0.4;1246.8;2188.1
22;2002-08-10;15.9;24.1;20;0;1261.8;2208.1
22;2002-08-11;16.3;25.9;21.3;0;1278;2229.3
22;2002-08-12;18.4;21.6;19.4;2.7;1292.5;2248.8
22;2002-08-13;16.6;22.1;18.8;0.5;1306.3;2267.6
22;2002-08-14;16.8;24.7;20.4;0;1321.7;2288
22;2002-08-15;14.3;24.8;19.1;0;1335.8;2307.1
22;2002-08-16;12.8;26.3;20;0;1350.9;2327.1
22;2002-08-17;15.3;27.3;20.9;0;1366.8;2348.1
22;2002-08-18;17.1;25.2;20.6;0;1382.4;2368.7
22;2002-08-19;17.5;27.6;21.8;0;1399.2;2390.5
22;2002-08-20;18.6;28.1;22.6;0;1416.7;2413
22;2002-08-21;15.7;27.8;21.6;0;1433.3;2434.6
22;2002-08-22;17.4;26;20.6;0;1449;2455.3
22;2002-08-23;13;26.7;20;0;1464;2475.3
22;2002-08-24;16.1;25.6;20.5;0;1479.5;2495.8
22;2002-08-25;17;24.6;19.7;0;1494.2;2515.5
22;2002-08-26;14.2;24.8;19.2;0;1508.4;2534.7
22;2002-08-27;16.5;25.7;20.6;3.9;1524;2555.3
22;2002-08-28;15.3;24;19.7;0;1538.7;2575
22;2002-08-29;12.8;22.9;18.7;0;1552.4;2593.7
22;2002-08-30;17.1;23.4;20.2;0;1567.6;2613.9
22;2002-08-31;16.9;22.5;19;0;1581.6;2632.9
22;2002-09-01;13.5;21.1;16.6;0;1593.2;2649.5
22;2002-09-02;9.4;20.2;15.2;0;1603.4;2664.7
22;2002-09-03;8.6;23.6;16.8;0;1615.2;2681.5
22;2002-09-04;16.5;24.7;20.2;0;1630.4;2701.7
22;2002-09-05;10;21.8;16.5;0;1642;2718.3
22;2002-09-06;9.1;21.7;17;0;1653.9;2735.2
22;2002-09-07;14.4;22.8;18.7;0;1667.7;2754
22;2002-09-08;13;25;19.2;0;1681.9;2773.2
22;2002-09-09;15.1;23.5;19.1;0;1695.9;2792.2
22;2002-09-10;16.6;24.8;19.7;0;1710.7;2812
22;2002-09-11;14.7;23.2;18;0;1723.7;2830
22;2002-09-12;11.3;23.4;17;0;1735.7;2847
22;2002-09-13;12.3;24.7;18.1;0;1748.9;2865.2
22;2002-09-14;13.1;19.5;15.9;0;1759.7;2881
22;2002-09-15;8;17.3;12.2;0;1767;2893.3
22;2002-09-16;6.5;17.6;12.6;0;1774.6;2905.9
22;2002-09-17;6.2;19.1;13.6;0;1783.2;2919.5
22;2002-09-18;13.6;18.8;15.3;0;1793.5;2934.8
22;2002-09-19;7.6;18.8;13.9;0;1802.4;2948.7
22;2002-09-20;11.7;18.1;14.2;0;1811.6;2962.9
22;2002-09-21;7.7;15.7;12;2.5;1818.6;2974.9
22;2002-09-22;9.6;11.4;10.2;4.8;1823.8;2985.1
22;2002-09-23;6.6;13.6;9.4;19.3;1828.2;2994.5
22;2002-09-24;2.3;15;9.8;0;1833.1;3004.4
22;2002-09-25;11.4;16.9;13.9;0;1842;3018.3
22;2002-09-26;11.6;15;10.4;0.3;1847.4;3028.7
22;2002-09-27;2.2;13.4;8;6.6;1850.4;3036.7
22;2002-09-28;5.3;15.8;12.5;0;1857.9;3049.2
22;2002-09-29;12.8;15.6;14;0;1866.8;3063.1
22;2002-09-30;12.5;17.7;14.5;0;1876.3;3077.6
22;2002-10-01;9.1;18.1;13;0;1884.3;3090.6
22;2002-10-02;5.4;18.2;11.8;0;1891.1;3102.4
22;2002-10-03;7.9;17.7;12.1;0;1898.2;3114.5
22;2002-10-04;10.9;16.2;13.8;3.5;1906.9;3128.2
22;2002-10-05;10.1;14.3;11.7;0;1913.6;3139.9
22;2002-10-06;5.2;10.7;7.5;24.7;1916.1;3147.4
22;2002-10-07;2.7;8.5;5;0;1916.1;3152.4
22;2002-10-08;1.5;9.1;6.7;0;1917.8;3159.1
22;2002-10-09;5.4;8.8;6.8;0;1919.7;3166
22;2002-10-10;5;10.1;6.6;0;1921.2;3172.5
22;2002-10-11;2.5;9.8;6.1;0;1922.3;3178.6
22;2002-10-12;5.3;8.2;6.5;3.1;1923.8;3185.1
22;2002-10-13;5.9;7.4;6.2;0;1925;3191.3
22;2002-10-14;3.8;5.5;4.5;5.8;1925;3195.8
22;2002-10-15;1.1;9;5.7;1.3;1925.7;3201.6
22;2002-10-16;2.3;10.2;6.4;0.2;1927.2;3208
22;2002-10-17;5.7;10.3;8.1;22;1930.2;3216
22;2002-10-18;4.9;7.5;5.7;7.8;1930.9;3221.7
22;2002-10-19;2.7;5.8;2.9;0.5;1930.9;3224.6
22;2002-10-20;-1.7;9.2;4;0.1;1930.9;3228.6
22;2002-10-21;-0.6;5.6;3.9;0;1930.9;3232.5
22;2002-10-22;4.5;11.7;8;6.2;1933.9;3240.5
22;2002-10-23;7.2;12.1;10.4;5;1939.3;3250.9
22;2002-10-24;5.6;9.1;7.1;3.5;1941.4;3258
22;2002-10-25;5.9;10.4;8.5;0;1944.9;3266.5
22;2002-10-26;7.8;11.5;9.5;8.5;1949.3;3275.9
22;2002-10-27;6;11.3;8.7;1;1953;3284.6
22;2002-10-28;6.7;9.5;7.8;9;1955.8;3292.4
22;2002-10-29;4.1;10.3;7.2;0;1958;3299.6
22;2002-10-30;5.2;9.8;6.1;0;1959.1;3305.7
22;2002-10-31;-0.9;8.8;4.4;0;1959.1;3310.1
22;2002-11-01;2.1;8.9;6.9;0;1960.9;3316.9
22;2002-11-02;1.1;5.4;3;6;1960.9;3320
22;2002-11-03;0.7;6;3.9;0;1960.9;3323.9
22;2002-11-04;1.5;5.6;3.6;0;1960.9;3327.5
22;2002-11-05;0.3;5;2.6;0;1960.9;3330.1
22;2002-11-06;0.6;2.9;1.8;0;1960.9;3331.9
22;2002-11-07;1.4;3.8;3.2;0;1960.9;3335.1
22;2002-11-08;2.9;8.4;5.4;0.9;1961.4;3340.6
22;2002-11-09;4;5.9;4.4;22.8;1961.4;3345
22;2002-11-10;1.6;4.6;2.3;6;1961.4;3347.2
22;2002-11-11;-0.3;3.3;1.7;0.2;1961.4;3349
22;2002-11-12;0.9;7.7;5.3;0;1961.7;3354.2
22;2002-11-13;4;8.6;7.9;1.4;1964.6;3362.2
22;2002-11-14;6.6;8.9;7.7;7.1;1967.3;3369.9
22;2002-11-15;4.9;7.2;5.7;4.6;1968;3375.6
22;2002-11-16;4.5;8;6.9;0.2;1969.9;3382.5
22;2002-11-17;5.2;6.6;5.7;17;1970.6;3388.2
22;2002-11-18;3.4;7.8;6;6.9;1971.6;3394.1
22;2002-11-19;1;4.7;1.9;0.3;1971.6;3396
22;2002-11-20;-0.1;1.9;1;0;1971.6;3397
22;2002-11-21;-0.5;3.8;1.2;0;1971.6;3398.2
22;2002-11-22;0;5.6;4.7;0;1971.6;3402.9
22;2002-11-23;4.3;6.5;5.4;3.4;1971.9;3408.2
22;2002-11-24;3.9;6.2;4.9;5.8;1971.9;3413.1
22;2002-11-25;4.8;7.9;6.5;0;1973.4;3419.6
22;2002-11-26;5.3;6.7;5.9;0;1974.3;3425.5
22;2002-11-27;5.1;7.4;5.2;0;1974.5;3430.7
22;2002-11-28;1.7;5.8;4.8;0;1974.5;3435.5
22;2002-11-29;4.6;7.1;6.3;0;1975.8;3441.8
22;2002-11-30;4.5;6.3;3.9;7.4;1975.8;3445.7
22;2002-12-01;1.7;3.3;2.4;1.6;1975.8;3448.1
22;2002-12-02;1.8;5.5;4.6;0;1975.8;3452.7
22;2002-12-03;4.2;6.2;5.4;0;1976.2;3458.1
22;2002-12-04;3.9;4.7;3.8;0.3;1976.2;3461.9
22;2002-12-05;2.7;4;2.5;0;1976.2;3464.5
22;2002-12-06;0.2;2.4;1.1;0.1;1976.2;3465.6
22;2002-12-07;0.8;2.2;1.4;0;1976.2;3467
22;2002-12-08;1;2.5;1.4;0;1976.2;3468.4
22;2002-12-09;-0.2;0.6;0;0;1976.2;3468.4
22;2002-12-10;-4.1;-0.1;-1.9;0;1976.2;3468.4
22;2002-12-11;-4.2;-0.4;-2;0;1976.2;3468.4
22;2002-12-12;-3.5;0.4;-1.7;0;1976.2;3468.4
22;2002-12-13;-5.8;-1.7;-3.8;0;1976.2;3468.4
22;2002-12-14;-5.9;0.9;-1;0;1976.2;3468.4
22;2002-12-15;-2.6;0.4;-0.4;0;1976.2;3468.4
22;2002-12-16;-0.9;0.9;0.3;0;1976.2;3468.7
22;2002-12-17;-0.1;1.3;0.2;0;1976.2;3468.9
22;2002-12-18;-3.1;4.2;1.1;0;1976.2;3470.1
22;2002-12-19;-5;0.7;-1.2;0;1976.2;3470.1
22;2002-12-20;-0.3;1.9;0.7;0;1976.2;3470.7
22;2002-12-21;-0.2;2.9;1.6;0.4;1976.2;3472.3
22;2002-12-22;-3.6;-0.2;-1.6;0;1976.2;3472.3
22;2002-12-23;-3.1;0.8;-0.8;0;1976.2;3472.3
22;2002-12-24;-2.1;-1.4;-1.9;0;1976.2;3472.3
22;2002-12-25;-3.8;-0.8;-1.9;0;1976.2;3472.3
22;2002-12-26;-2.4;1.7;0.2;0;1976.2;3472.5
22;2002-12-27;-0.3;3.3;2;3.2;1976.2;3474.5
22;2002-12-28;2;5.4;3.6;8.6;1976.2;3478
22;2002-12-29;1.8;4.8;1.5;5;1976.2;3479.6
22;2002-12-30;-2.2;-0.5;-2.8;0.5;1976.2;3479.6
22;2002-12-31;-9.1;-3.6;-7.3;0;1976.2;3479.6
22;2003-01-01;-9.2;-3.1;-5.5;0;0;0
22;2003-01-02;-8.5;-0.9;-1.8;2.9;0;0
22;2003-01-03;-3.9;-2.4;-3.8;0.2;0;0
22;2003-01-04;-11.1;-6;-9.9;1.5;0;0
22;2003-01-05;-15.7;-0.1;-4.1;2;0;0
22;2003-01-06;-6.5;-2.6;-7.5;4.4;0;0
22;2003-01-07;-18.1;-1.8;-6.9;0;0;0
22;2003-01-08;-5.9;-2.4;-3;0.2;0;0
22;2003-01-09;-4.5;-2.7;-4.2;0;0;0
22;2003-01-10;-11.7;-1.9;-5.7;0;0;0
22;2003-01-11;-7.2;2.4;-3.1;0;0;0
22;2003-01-12;-9;3.2;2.6;0;0;2.6
22;2003-01-13;1.6;4.4;3.2;3.5;0;5.8
22;2003-01-14;2.3;7.3;5.7;0.3;0.7;11.5
22;2003-01-15;5.4;6.3;5.3;1.4;1;16.8
22;2003-01-16;4.5;6.6;5.4;0;1.4;22.2
22;2003-01-17;3.9;5;3.7;0.4;1.4;25.8
22;2003-01-18;1.3;4.3;3.1;0.2;1.4;28.9
22;2003-01-19;2.4;3.7;2.6;0;1.4;31.5
22;2003-01-20;1.3;5.9;4.8;2.6;1.4;36.3
22;2003-01-21;3.7;4.8;4.3;5.4;1.4;40.5
22;2003-01-22;1.9;4.1;2.9;2.2;1.4;43.5
22;2003-01-23;2.1;5.1;3.3;0.2;1.4;46.8
22;2003-01-24;2.4;3.8;2.9;0;1.4;49.8
22;2003-01-25;2.3;4.1;3.3;0;1.4;53
22;2003-01-26;2.8;6.9;5.1;1.6;1.5;58.1
22;2003-01-27;4.3;9.4;7.2;0.2;3.7;65.3
22;2003-01-28;4;7.3;4.7;1.5;3.7;70.1
22;2003-01-29;1.1;3.4;1.4;4.3;3.7;71.5
22;2003-01-30;-3.5;-0.4;-3.9;0.7;3.7;71.5
22;2003-01-31;-7.7;-4.4;-7.1;0;3.7;71.5
22;2003-02-01;-10.7;-2.2;-4.3;0;3.7;71.5
22;2003-02-02;-4.1;1.1;-1.1;0;3.7;71.5
22;2003-02-03;-2.2;1.8;1;1;3.7;72.6
22;2003-02-04;0.1;1.7;0.4;0.3;3.7;72.9
22;2003-02-05;-0.8;1.7;-0.3;0;3.7;72.9
22;2003-02-06;-3.5;-1;-2.5;0.4;3.7;72.9
22;2003-02-07;-4.4;0.4;-0.8;0.1;3.7;72.9
22;2003-02-08;-0.9;1.1;0.8;1;3.7;73.7
22;2003-02-09;-1.3;0.4;-1.2;0;3.7;73.7
22;2003-02-10;-4.1;-0.7;-2.4;0;3.7;73.7
22;2003-02-11;-2.8;-1.5;-2.1;0;3.7;73.7
22;2003-02-12;-3.9;0.4;-2.1;0;3.7;73.7
22;2003-02-13;-6.2;2.4;-3.1;0;3.7;73.7
22;2003-02-14;-8.9;0.3;-3.3;0;3.7;73.7
22;2003-02-15;-4.4;0.3;-1.4;0;3.7;73.7
22;2003-02-16;-6.6;-0.1;-3.8;0;3.7;73.7
22;2003-02-17;-8.1;0.1;-3.2;0;3.7;73.7
22;2003-02-18;-3.9;-1.1;-2.7;0;3.7;73.7
22;2003-02-19;-4.2;-0.1;-2.5;0;3.7;73.7
22;2003-02-20;-5.1;4.6;-0.5;0;3.7;73.7
22;2003-02-21;-1.9;-0.3;-1;0;3.7;73.7
22;2003-02-22;-1.9;0.3;-0.8;0;3.7;73.7
22;2003-02-23;-3.4;3.9;-0.1;0;3.7;73.7
22;2003-02-24;-3.1;5.2;0.3;0;3.7;74
22;2003-02-25;-5.9;1.7;-2;0;3.7;74
22;2003-02-26;-3.8;4.4;-0.2;0;3.7;74
22;2003-02-27;-2.3;-0.3;-1.2;0;3.7;74
22;2003-02-28;-3.1;-0.3;-2.2;0;3.7;74
22;2003-03-01;-3.3;-0.2;-1.2;0;3.7;74
22;2003-03-02;-1.4;0.8;-0.6;0.3;3.7;74
22;2003-03-03;-2.1;0.5;-1.4;0;3.7;74
22;2003-03-04;-1.9;1;-0.7;0;3.7;74
22;2003-03-05;-1.6;2.5;0.4;0;3.7;74.3
22;2003-03-06;-0.9;2.3;0.8;0;3.7;75.2
22;2003-03-07;-0.2;3.8;1.7;1.4;3.7;76.8
22;2003-03-08;0.6;5.1;2.7;0.7;3.7;79.5
22;2003-03-09;1.6;6.2;4.6;2;3.7;84.1
22;2003-03-10;3.7;9.8;6.4;2;5.1;90.5
22;2003-03-11;4.6;8.8;6.2;0;6.3;96.8
22;2003-03-12;4.4;6;4.1;2;6.3;100.9
22;2003-03-13;-0.2;7.5;2.8;0;6.3;103.7
22;2003-03-14;-0.2;8.4;2.9;0;6.3;106.6
22;2003-03-15;-1;9.7;3.3;0;6.3;110
22;2003-03-16;0.1;9.6;4.5;0;6.3;114.4
22;2003-03-17;2;10.5;5.3;0;6.6;119.7
22;2003-03-18;1.1;8.6;4.8;0;6.6;124.5
22;2003-03-19;3.4;8.9;4.8;0;6.6;129.2
22;2003-03-20;1.4;6.2;2.4;0;6.6;131.6
22;2003-03-21;-3.1;2.9;-0.3;0;6.6;131.6
22;2003-03-22;-2.3;5.7;1.5;0;6.6;133.1
22;2003-03-23;-1.8;11.1;4.4;0;6.6;137.5
22;2003-03-24;-2.1;13.7;6.4;0;8;144
22;2003-03-25;2.9;12.6;6.8;0.1;9.8;150.7
22;2003-03-26;-1.4;12.1;3.8;0;9.8;154.5
22;2003-03-27;-1.2;14;5.5;0;10.3;160
22;2003-03-28;-1.5;13.7;6.6;0;11.8;166.6
22;2003-03-29;-1.8;13.1;6.6;0;13.4;173.1
22;2003-03-30;2.3;10.7;6.1;0;14.5;179.3
22;2003-03-31;3;9.9;6;0;15.5;185.3
22;2003-04-01;0.9;11.2;6.4;0;17;191.7
22;2003-04-02;4.7;10.1;6.6;1.3;18.6;198.3
22;2003-04-03;3.6;7.9;4.9;0;18.6;203.2
22;2003-04-04;-1.2;8.3;4.4;0;18.6;207.6
22;2003-04-05;0.7;7.4;4;0;18.6;211.6
22;2003-04-06;-0.3;4.1;1.8;0;18.6;213.4
22;2003-04-07;-3.6;4;0.2;0;18.6;213.6
22;2003-04-08;-4.3;5;0.3;0;18.6;213.9
22;2003-04-09;-4.1;4.1;0.4;0;18.6;214.3
22;2003-04-10;-0.4;3.5;1.7;0.7;18.6;216
22;2003-04-11;0.7;5.8;3.4;4.3;18.6;219.5
22;2003-04-12;3.4;9.9;6.4;0;20;225.9
22;2003-04-13;-0.7;12.4;6.1;0;21;232
22;2003-04-14;1.3;12.7;7;0;23.1;239
22;2003-04-15;2.9;15.6;8.5;0;26.6;247.5
22;2003-04-16;3.5;17.7;10.4;0;31.9;257.9
22;2003-04-17;2.1;17.6;10.4;0;37.3;268.2
22;2003-04-18;1.4;10.5;6.3;0;38.6;274.6
22;2003-04-19;3.7;14.5;8.6;0;42.3;283.2
22;2003-04-20;5.2;15.4;10.1;0;47.3;293.3
22;2003-04-21;5.2;17.4;11.3;0;53.6;304.5
22;2003-04-22;5.1;17.9;10.9;0;59.5;315.4
22;2003-04-23;3.7;17.9;11.3;0;65.8;326.7
22;2003-04-24;2.8;15.1;9;0;69.8;335.7
22;2003-04-25;3.2;11.8;7.1;0;71.9;342.8
22;2003-04-26;5.2;10.8;8.6;0;75.5;351.4
22;2003-04-27;7.2;12.6;9.6;10.3;80.1;361
22;2003-04-28;7.7;13.8;11;1;86.1;372
22;2003-04-29;10.4;15.8;12.6;6.9;93.7;384.6
22;2003-04-30;7.6;17.8;12;0;100.7;396.6
22;2003-05-01;8.5;12.8;10.4;25.3;106.1;407
22;2003-05-02;8;15.3;11.5;4.4;112.6;418.5
22;2003-05-03;10.1;13;10.5;4.1;118.1;429
22;2003-05-04;6.2;16.9;11.6;3.1;124.7;440.6
22;2003-05-05;10;22.7;15.9;0;135.6;456.5
22;2003-05-06;10.4;14.1;11.5;1;142.1;468
22;2003-05-07;7.8;14.7;10.6;1.3;147.7;478.6
22;2003-05-08;6.5;19.2;12.7;0;155.4;491.3
22;2003-05-09;6;14.4;10.7;0;161;502
22;2003-05-10;7;14.9;11.1;0;167.1;513
22;2003-05-11;4;18.1;12.1;1.6;174.3;525.2
22;2003-05-12;9.9;16.4;12.9;0;182.2;538.1
22;2003-05-13;8.4;13.2;10.5;4.6;187.7;548.6
22;2003-05-14;5.9;12.7;9.5;3.3;192.2;558.1
22;2003-05-15;7.3;11.1;8.8;1.2;196;566.9
22;2003-05-16;4.2;11.5;7.8;0;198.7;574.6
22;2003-05-17;1.4;16;9.9;0;203.7;584.6
22;2003-05-18;8.2;17;12.4;0;211;596.9
22;2003-05-19;10;16.1;12.9;4.6;218.9;609.8
22;2003-05-20;10.4;13.9;11.5;4.5;225.4;621.3
22;2003-05-21;8.9;14.2;11.3;1.7;231.7;632.6
22;2003-05-22;9.2;15.3;12.7;0.1;239.4;645.3
22;2003-05-23;12.3;15.6;13.1;9.1;247.5;658.4
22;2003-05-24;11.1;17.2;14;2;256.5;672.5
22;2003-05-25;10.3;21.8;16.2;11;267.8;688.7
22;2003-05-26;10.9;16.8;13.1;0;275.9;701.8
22;2003-05-27;5.3;18.2;12.5;0;283.4;714.3
22;2003-05-28;6.4;19.3;13.8;0;292.2;728.1
22;2003-05-29;7.2;20.1;14.7;0;301.9;742.8
22;2003-05-30;7.7;20.7;15.8;0;312.7;758.6
22;2003-05-31;9.2;19.3;15.1;0;322.8;773.7
22;2003-06-01;9.2;21.8;15.4;0;333.2;789.1
22;2003-06-02;8.9;18.8;14.6;0;342.7;803.7
22;2003-06-03;12;24;18;0;355.7;821.6
22;2003-06-04;13.2;25.4;20.2;0;370.9;841.8
22;2003-06-05;16.9;21.5;18.6;2.9;384.5;860.4
22;2003-06-06;13.6;19.6;16.3;0;395.8;876.7
22;2003-06-07;12.6;20.7;16.3;0;407.1;893
22;2003-06-08;11.3;24.1;18;0.9;420.1;911
22;2003-06-09;14;17.5;15;21.2;430.1;926
22;2003-06-10;11.4;18.4;15.3;0.1;440.3;941.2
22;2003-06-11;14.8;20.4;16.9;6.5;452.2;958.1
22;2003-06-12;11.9;19.4;15.8;0;463.1;974
22;2003-06-13;11.8;19.1;15.1;0;473.2;989.1
22;2003-06-14;10.9;17.6;14.2;0;482.4;1003.3
22;2003-06-15;10.4;16.9;13.4;0;490.8;1016.7
22;2003-06-16;11.3;18.9;15;5.7;500.8;1031.7
22;2003-06-17;7;19.6;14.3;0;510.1;1046.1
22;2003-06-18;10.9;19;15.7;0;520.9;1061.8
22;2003-06-19;13.8;19;16;3.6;531.9;1077.8
22;2003-06-20;10.8;20.5;13;1.6;539.8;1090.7
22;2003-06-21;11.5;16;13.2;3.8;548.1;1104
22;2003-06-22;11.3;16.7;13.5;0;556.6;1117.5
22;2003-06-23;10.2;20.6;15.3;1.3;566.9;1132.8
22;2003-06-24;12.3;16.4;14.1;5.6;576;1146.9
22;2003-06-25;12.3;18;14.2;0.2;585.2;1161.1
22;2003-06-26;8.8;22.1;16.6;0;596.8;1177.7
22;2003-06-27;11.1;22.5;17.5;0;609.3;1195.2
22;2003-06-28;9.6;23.7;16.9;0;621.2;1212.1
22;2003-06-29;11;18.3;15;16.9;631.1;1227.1
22;2003-06-30;11.1;19.5;14.8;2.4;640.9;1241.9
22;2003-07-01;12.9;19.3;15.1;5;651;1256.9
22;2003-07-02;12.9;20.2;15.9;8.1;661.9;1272.8
22;2003-07-03;9.6;18.6;14.5;0;671.4;1287.3
22;2003-07-04;13.9;17.7;15.2;18.4;681.6;1302.5
22;2003-07-05;14.5;20.9;17.1;8.7;693.7;1319.7
22;2003-07-06;13;19.1;14.9;1;703.7;1334.6
22;2003-07-07;12.6;18.3;14.9;0;713.5;1349.5
22;2003-07-08;9.8;20.7;15.9;0;724.4;1365.3
22;2003-07-09;14.7;19.5;16.4;0;735.9;1381.8
22;2003-07-10;13.6;20.8;16.5;0;747.4;1398.3
22;2003-07-11;10.7;21.6;16.3;0;758.7;1414.6
