lab_id,analyzer_id,nitraten_mgl,filename
V26-26-31,20250319,3.48,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-32,20250320,5.48,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-33,20250321,1.43,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-34,20250322,8.3699999999999992,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-35,20250323,6.6,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-36,20250324,6.15,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-37,20250325,8.01,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-38,20250326,7.16,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-39,20250327,0.17,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-40,20250328,0.97,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-41,20250329,12.84,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-42,20250330,8,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-43,20250331,0.59,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-44,20250332,2.9,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-45,20250333,3.93,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-46,20250334,7.62,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-47,20250335,4.67,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-26-48,20250336,9.84,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-26_resultater.xlsx
V26-27-1,20250241,5.84,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-2,20250242,6.48,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-3,20250243,5.65,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-4,20250244,3.19,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-5,20250245,5.51,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-6,20250246,0.68,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-7,20250247,under detektionsgrænse,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-8,20250248,3.71,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-9,20250249,10.01,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-10,20250250,1.7,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-11,20250251,7.07,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-12,20250252,5.26,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-13,20250253,8.92,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-14,20250254,2.63,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-15,20250255,6.79,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-16,20250256,under detektionsgrænse,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-17,20250257,6.95,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-18,20250258,4.87,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-19,20250259,7.39,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-20,20250260,0.82,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-21,20250261,13.58,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-22,20250262,4.99,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-23,20250263,6.9,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-24,20250264,15.26,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-25,20250265,0.64,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-26,20250266,0.28999999999999998,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-27,20250267,2.66,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-28,20250268,0.81,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-29,20250269,0.44,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-30,20250270,2.77,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-31,20250271,4.24,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-32,20250272,4.13,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-33,20250273,3.57,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-34,20250274,7.39,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-35,20250275,6.51,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-36,20250276,5.84,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-37,20250277,9.27,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-38,20250278,6.37,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-39,20250279,0.56999999999999995,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-40,20250280,1.07,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-41,20250281,13.41,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-42,20250282,6.96,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-43,20250283,0.62,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-44,20250284,3.67,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-45,20250285,3.93,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-46,20250286,7.48,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-47,20250287,4.05,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-27-48,20250288,9.4499999999999993,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-27_resultater.xlsx
V26-28-1,20250193,6.17,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-2,20250194,6.4,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-3,20250195,5.67,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-4,20250196,3.48,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-5,20250197,6.02,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-6,20250198,0.13,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-7,20250199,0.13,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-8,20250200,2.5,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-9,20250201,9.94,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-10,20250202,2.88,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-11,20250203,4.22,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-12,20250204,4.23,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-13,20250205,7.44,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-14,20250206,5.38,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-15,20250207,6.64,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-16,20250208,0.73,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-17,20250209,6.45,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-18,20250210,3.24,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-19,20250211,6.89,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-20,20250212,3.21,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-21,20250213,10.08,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-22,20250214,3.48,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-23,20250215,8.23,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-24,20250216,12.71,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-25,20250217,1.05,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-26,20250218,0.42,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-27,20250219,0.62,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-28,20250220,0.92,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-29,20250221,0.34,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-30,20250222,2.51,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-31,20250223,4.72,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-32,20250224,3.27,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-33,20250225,7.99,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-34,20250226,6.31,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-35,20250227,6.3,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-36,20250228,5.01,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-37,20250229,9.78,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-38,20250230,5.79,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-39,20250231,1.91,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-40,20250232,2.72,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-41,20250233,13.05,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-42,20250234,8.8,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-43,20250235,0.41,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-44,20250236,5.08,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-45,20250237,3.93,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-46,20250238,6.34,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-47,20250239,3.2,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
V26-28-48,45978,11.35,data-raw/sexy1/sw_nitrate/sexy1-raw/2026.04.28_V26-28_resultater.xlsx
